"Algo","generacion","tipo","numero","genero","nacionalidad","promedio","actividad","materias","altura","peso","IMC","costo_materia","colegiatura","status","carga_academica","beca","descuento","colegiatura_real"
"2534",2021,"U",12534,"F","EXT",71.7,"Cultura",7,160.3,77.2,30.04,150,1050,"Regular","Sobrecarga","0%",1,1050
"2535",2021,"U",12535,"O","MEX",76.1,"Cultura",6,159.4,81.3,32,150,900,"Regular","Carga regular","0%",1,900
"2536",2021,"U",12536,"M","MEX",83.1,"Ninguna",6,157.4,76.5,30.88,150,900,"Regular","Carga regular","0%",1,900
"2537",2021,"U",12537,"M","EXT",81.9,"Deportiva",6,159.7,79.3,31.09,150,900,"Regular","Carga regular","0%",1,900
"2538",2021,"P",12538,"F","MEX",86.4,"Cultura",6,160.1,81.2,31.68,100,600,"Regular","Carga regular","50%",0.5,300
"2539",2021,"P",12539,"F","MEX",84,"Ninguna",5,163.8,85,31.68,100,500,"Regular","Menor carga","0%",1,500
"2540",2021,"P",12540,"F","MEX",76.4,"Cultura",6,158.7,78,30.97,100,600,"Regular","Carga regular","0%",1,600
"2541",2021,"P",12541,"F","EXT",87.6,"Cultura",6,157.2,65.4,26.47,100,600,"Regular","Carga regular","50%",0.5,300
"2542",2021,"U",12542,"M","EXT",77.7,"Deportiva",6,162.3,75.8,28.78,150,900,"Regular","Carga regular","0%",1,900
"2543",2021,"U",12543,"F","EXT",81.6,"Cultura",6,158.5,77.3,30.77,150,900,"Regular","Carga regular","0%",1,900
"2544",2021,"U",12544,"F","MEX",88,"Ninguna",5,161.7,73.5,28.11,150,750,"Regular","Menor carga","0%",1,750
"2545",2021,"U",12545,"F","MEX",78.7,"Ninguna",6,157.5,71.6,28.86,150,900,"Regular","Carga regular","0%",1,900
"2546",2021,"U",12546,"F","EXT",87.3,"Cultura",5,159.7,80.8,31.68,150,750,"Regular","Menor carga","50%",0.5,375
"2547",2021,"U",12547,"M","EXT",75.4,"Ninguna",6,161.4,83.2,31.94,150,900,"Regular","Carga regular","0%",1,900
"2548",2021,"P",12548,"F","MEX",80,"Cultura",6,161.2,79.8,30.71,100,600,"Regular","Carga regular","0%",1,600
"2549",2021,"U",12549,"F","MEX",78.6,"Cultura",6,156.7,91.4,37.22,150,900,"Regular","Carga regular","0%",1,900
"2550",2021,"U",12550,"F","MEX",80.9,"Deportiva",6,158.6,88.9,35.34,150,900,"Regular","Carga regular","0%",1,900
"2551",2021,"U",12551,"F","MEX",78.4,"Cultura",6,163.4,82.8,31.01,150,900,"Regular","Carga regular","0%",1,900
"2552",2021,"P",12552,"M","MEX",73.6,"Ninguna",6,158.8,85.3,33.83,100,600,"Regular","Carga regular","0%",1,600
"2553",2021,"P",12553,"O","MEX",72.8,"Cultura",6,159.9,82.7,32.35,100,600,"Regular","Carga regular","0%",1,600
"2554",2021,"U",12554,"F","EXT",79.3,"Deportiva",7,158.5,71.7,28.54,150,1050,"Regular","Sobrecarga","0%",1,1050
"2555",2021,"P",12555,"O","EXT",80.6,"Ninguna",6,157.9,80.5,32.29,100,600,"Regular","Carga regular","0%",1,600
"2556",2021,"U",12556,"F","EXT",88.7,"Deportiva",6,161.5,78.3,30.02,150,900,"Regular","Carga regular","40%",0.6,540
"2557",2021,"U",12557,"F","MEX",83.3,"Cultura",6,158.6,86.7,34.47,150,900,"Regular","Carga regular","0%",1,900
"2558",2021,"P",12558,"M","MEX",74.1,"Ninguna",6,159.1,85.4,33.74,100,600,"Regular","Carga regular","0%",1,600
"2559",2021,"U",12559,"F","MEX",75.2,"Cultura",6,162,72.2,27.51,150,900,"Regular","Carga regular","0%",1,900
"2560",2021,"P",12560,"O","MEX",81.8,"Deportiva",6,158.6,81.3,32.32,100,600,"Regular","Carga regular","0%",1,600
"2561",2021,"P",12561,"M","MEX",83.5,"Deportiva",6,158.4,76,30.29,100,600,"Regular","Carga regular","0%",1,600
"2562",2021,"P",12562,"F","EXT",76.1,"Ninguna",6,156.9,79.7,32.38,100,600,"Regular","Carga regular","0%",1,600
"2563",2021,"U",12563,"F","MEX",78.9,"Cultura",6,162,79.6,30.33,150,900,"Regular","Carga regular","0%",1,900
"2564",2021,"P",12564,"F","EXT",71,"Ninguna",5,158,81,32.45,100,500,"Regular","Menor carga","0%",1,500
"2565",2021,"P",12565,"F","MEX",70.3,"Ninguna",6,165,75.4,27.7,100,600,"Regular","Carga regular","0%",1,600
"2566",2021,"U",12566,"O","EXT",81.2,"Cultura",6,156.3,76.3,31.23,150,900,"Regular","Carga regular","0%",1,900
"2567",2021,"U",12567,"M","MEX",80.8,"Deportiva",6,165.3,86.6,31.69,150,900,"Regular","Carga regular","0%",1,900
"2568",2021,"U",12568,"F","EXT",74.1,"Cultura",6,159.9,78.2,30.59,150,900,"Regular","Carga regular","0%",1,900
"2569",2021,"U",12569,"M","EXT",81.1,"Cultura",6,161.9,84.9,32.39,150,900,"Regular","Carga regular","0%",1,900
"2570",2021,"U",12570,"F","MEX",75.3,"Deportiva",6,161,70.8,27.31,150,900,"Regular","Carga regular","0%",1,900
"2571",2021,"U",12571,"F","MEX",69.6,"Ninguna",6,162.3,82.2,31.21,150,900,"Bajo rendimiento","Carga regular","0%",1,900
"2572",2021,"P",12572,"F","MEX",81.4,"Cultura",6,162.5,74.9,28.36,100,600,"Regular","Carga regular","0%",1,600
"2573",2021,"U",12573,"M","MEX",76.6,"Deportiva",6,158.5,74.5,29.65,150,900,"Regular","Carga regular","0%",1,900
"2574",2021,"U",12574,"F","MEX",78.2,"Ninguna",7,162.9,84.5,31.84,150,1050,"Regular","Sobrecarga","0%",1,1050
"2575",2021,"U",12575,"F","MEX",74.2,"Deportiva",5,155.9,83.8,34.48,150,750,"Regular","Menor carga","0%",1,750
"2576",2021,"P",12576,"F","MEX",84.2,"Deportiva",6,159.8,85.2,33.36,100,600,"Regular","Carga regular","0%",1,600
"2577",2021,"U",12577,"M","EXT",81.3,"Deportiva",6,161.5,76.8,29.45,150,900,"Regular","Carga regular","0%",1,900
"2578",2021,"U",12578,"O","MEX",84.2,"Ninguna",6,159.3,75,29.55,150,900,"Regular","Carga regular","0%",1,900
"2579",2021,"U",12579,"F","EXT",73.9,"Cultura",6,162.7,78.1,29.5,150,900,"Regular","Carga regular","0%",1,900
"2580",2021,"U",12580,"M","EXT",79.3,"Ninguna",6,160.2,73.1,28.48,150,900,"Regular","Carga regular","0%",1,900
"2581",2021,"U",12581,"F","EXT",77.7,"Cultura",6,160.9,83.2,32.14,150,900,"Regular","Carga regular","0%",1,900
"2582",2021,"P",12582,"F","EXT",75.2,"Cultura",5,158.3,82.3,32.84,100,500,"Regular","Menor carga","0%",1,500
"2583",2021,"P",12583,"M","EXT",83.6,"Cultura",6,161.3,81,31.13,100,600,"Regular","Carga regular","0%",1,600
"2584",2021,"U",12584,"M","MEX",84.2,"Ninguna",6,161.7,75.5,28.88,150,900,"Regular","Carga regular","0%",1,900
"2585",2021,"P",12585,"O","MEX",84.2,"Deportiva",6,161.3,81.7,31.4,100,600,"Regular","Carga regular","0%",1,600
"2586",2021,"P",12586,"O","EXT",82.1,"Deportiva",5,160.8,82.1,31.75,100,500,"Regular","Menor carga","0%",1,500
"2587",2021,"U",12587,"F","MEX",80.8,"Ninguna",5,156.8,78.4,31.89,150,750,"Regular","Menor carga","0%",1,750
"2588",2021,"P",12588,"M","MEX",84.9,"Deportiva",6,157.8,83.6,33.57,100,600,"Regular","Carga regular","0%",1,600
"2589",2021,"U",12589,"F","MEX",81.5,"Cultura",5,160.1,81.1,31.64,150,750,"Regular","Menor carga","0%",1,750
"2590",2021,"P",12590,"M","MEX",76.9,"Cultura",6,162.2,70.6,26.84,100,600,"Regular","Carga regular","0%",1,600
"2591",2021,"P",12591,"F","EXT",75.2,"Ninguna",6,158,73.5,29.44,100,600,"Regular","Carga regular","0%",1,600
"2592",2021,"U",12592,"O","EXT",81,"Cultura",6,161.5,80.6,30.9,150,900,"Regular","Carga regular","0%",1,900
"2593",2021,"U",12593,"F","MEX",82,"Cultura",7,159,78.7,31.13,150,1050,"Regular","Sobrecarga","0%",1,1050
"2594",2021,"U",12594,"F","MEX",82.1,"Deportiva",6,157.7,80.6,32.41,150,900,"Regular","Carga regular","0%",1,900
"2595",2021,"P",12595,"F","EXT",81.6,"Cultura",6,161.1,86.2,33.21,100,600,"Regular","Carga regular","0%",1,600
"2596",2021,"P",12596,"M","MEX",71.3,"Ninguna",6,159.4,80.9,31.84,100,600,"Regular","Carga regular","0%",1,600
"2597",2021,"P",12597,"M","MEX",81.8,"Deportiva",6,155.7,78.4,32.34,100,600,"Regular","Carga regular","0%",1,600
"2598",2021,"U",12598,"M","MEX",82.4,"Cultura",5,158.5,73.2,29.14,150,750,"Regular","Menor carga","0%",1,750
"2599",2021,"U",12599,"F","EXT",80.9,"Deportiva",6,159.7,82.7,32.43,150,900,"Regular","Carga regular","0%",1,900
"2600",2021,"P",12600,"M","EXT",72.7,"Cultura",6,160,71.5,27.93,100,600,"Regular","Carga regular","0%",1,600
"2601",2021,"P",12601,"O","MEX",76.7,"Deportiva",6,157.3,78.7,31.81,100,600,"Regular","Carga regular","0%",1,600
"2602",2021,"U",12602,"F","EXT",72.2,"Ninguna",6,157.6,79.7,32.09,150,900,"Regular","Carga regular","0%",1,900
"2603",2021,"P",12603,"F","MEX",87.1,"Cultura",6,163.9,82.6,30.75,100,600,"Regular","Carga regular","50%",0.5,300
"2604",2021,"P",12604,"F","EXT",73.2,"Deportiva",6,158.4,73.1,29.13,100,600,"Regular","Carga regular","0%",1,600
"2605",2021,"U",12605,"O","MEX",81.5,"Deportiva",6,161.4,87.6,33.63,150,900,"Regular","Carga regular","0%",1,900
"2606",2021,"U",12606,"O","MEX",83.4,"Cultura",7,156.4,85.4,34.91,150,1050,"Regular","Sobrecarga","0%",1,1050
"2607",2021,"U",12607,"F","MEX",78,"Ninguna",6,161,76.8,29.63,150,900,"Regular","Carga regular","0%",1,900
"2608",2021,"P",12608,"F","MEX",90.2,"Ninguna",6,157.3,86.5,34.96,100,600,"Regular","Carga regular","0%",1,600
"2609",2021,"P",12609,"M","MEX",84.6,"Ninguna",6,155.5,85.2,35.24,100,600,"Regular","Carga regular","0%",1,600
"2610",2021,"P",12610,"F","EXT",89.7,"Cultura",6,160.4,83.5,32.45,100,600,"Regular","Carga regular","50%",0.5,300
"2611",2021,"P",12611,"F","MEX",75.7,"Cultura",5,160.1,81.3,31.72,100,500,"Regular","Menor carga","0%",1,500
"2612",2021,"P",12612,"F","MEX",76.1,"Cultura",6,152.6,75.9,32.59,100,600,"Regular","Carga regular","0%",1,600
"2613",2021,"P",12613,"O","EXT",81.9,"Cultura",6,165.1,82.3,30.19,100,600,"Regular","Carga regular","0%",1,600
"2614",2021,"U",12614,"M","MEX",75.1,"Cultura",6,160.1,82.8,32.3,150,900,"Regular","Carga regular","0%",1,900
"2615",2021,"U",12615,"M","EXT",75.9,"Cultura",6,156.6,82,33.44,150,900,"Regular","Carga regular","0%",1,900
"2616",2021,"U",12616,"O","MEX",85.4,"Cultura",6,162.1,78.2,29.76,150,900,"Regular","Carga regular","50%",0.5,450
"2617",2021,"P",12617,"O","MEX",81.8,"Cultura",6,164.5,84.8,31.34,100,600,"Regular","Carga regular","0%",1,600
"2618",2021,"P",12618,"F","MEX",80.1,"Cultura",6,158.2,78.2,31.25,100,600,"Regular","Carga regular","0%",1,600
"2619",2021,"U",12619,"F","MEX",80.3,"Deportiva",6,155.5,87.6,36.23,150,900,"Regular","Carga regular","0%",1,900
"2620",2021,"U",12620,"M","MEX",75.2,"Cultura",6,162.8,84.5,31.88,150,900,"Regular","Carga regular","0%",1,900
"2621",2021,"U",12621,"F","MEX",76.4,"Ninguna",6,157.4,79.8,32.21,150,900,"Regular","Carga regular","0%",1,900
"2622",2021,"P",12622,"O","MEX",76.5,"Ninguna",6,162.1,85.6,32.58,100,600,"Regular","Carga regular","0%",1,600
"2623",2021,"U",12623,"F","MEX",81.6,"Cultura",6,157,80,32.46,150,900,"Regular","Carga regular","0%",1,900
"2624",2021,"P",12624,"M","MEX",75.4,"Ninguna",6,157.2,76.6,31,100,600,"Regular","Carga regular","0%",1,600
"2625",2021,"P",12625,"F","MEX",85.7,"Ninguna",6,161.1,82.8,31.9,100,600,"Regular","Carga regular","0%",1,600
"2626",2021,"U",12626,"F","MEX",75,"Ninguna",6,159.3,82.6,32.55,150,900,"Regular","Carga regular","0%",1,900
"2627",2021,"U",12627,"M","MEX",80.8,"Deportiva",6,159.2,71.4,28.17,150,900,"Regular","Carga regular","0%",1,900
"2628",2021,"U",12628,"O","EXT",75.8,"Deportiva",6,155.5,89,36.81,150,900,"Regular","Carga regular","0%",1,900
"2629",2021,"U",12629,"F","MEX",80.7,"Ninguna",6,162.2,83.6,31.78,150,900,"Regular","Carga regular","0%",1,900
"2630",2021,"U",12630,"M","MEX",83.6,"Ninguna",6,164.6,78.8,29.08,150,900,"Regular","Carga regular","0%",1,900
"2631",2021,"P",12631,"O","MEX",76.5,"Cultura",6,156.3,83.4,34.14,100,600,"Regular","Carga regular","0%",1,600
"2632",2021,"P",12632,"F","MEX",84.8,"Ninguna",5,158.1,84.5,33.81,100,500,"Regular","Menor carga","0%",1,500
"2633",2021,"P",12633,"M","EXT",86.1,"Cultura",6,164.8,71.9,26.47,100,600,"Regular","Carga regular","50%",0.5,300
"2634",2021,"U",12634,"M","MEX",88.6,"Cultura",6,162.2,64,24.33,150,900,"Regular","Carga regular","50%",0.5,450
"2635",2021,"U",12635,"F","EXT",80.7,"Ninguna",6,164.9,84,30.89,150,900,"Regular","Carga regular","0%",1,900
"2636",2021,"U",12636,"F","MEX",85.2,"Ninguna",6,161,76.7,29.59,150,900,"Regular","Carga regular","0%",1,900
"2637",2021,"P",12637,"F","MEX",85,"Ninguna",6,157.8,76.2,30.6,100,600,"Regular","Carga regular","0%",1,600
"2638",2021,"P",12638,"F","MEX",79.7,"Cultura",6,161.1,74.4,28.67,100,600,"Regular","Carga regular","0%",1,600
"2639",2021,"P",12639,"M","MEX",76.6,"Ninguna",6,160.9,76.5,29.55,100,600,"Regular","Carga regular","0%",1,600
"2640",2021,"P",12640,"F","MEX",80.6,"Ninguna",6,161.5,74.7,28.64,100,600,"Regular","Carga regular","0%",1,600
"2641",2021,"U",12641,"M","MEX",91.8,"Deportiva",6,158.4,73.7,29.37,150,900,"Regular","Carga regular","40%",0.6,540
"2642",2021,"U",12642,"M","EXT",77.2,"Deportiva",5,160.6,83.8,32.49,150,750,"Regular","Menor carga","0%",1,750
"2643",2021,"P",12643,"F","EXT",80.9,"Ninguna",6,163.1,69.4,26.09,100,600,"Regular","Carga regular","0%",1,600
"2644",2021,"P",12644,"F","MEX",74.7,"Ninguna",6,159.8,84.7,33.17,100,600,"Regular","Carga regular","0%",1,600
"2645",2021,"U",12645,"M","MEX",73.8,"Deportiva",6,157.1,78.2,31.69,150,900,"Regular","Carga regular","0%",1,900
"2646",2021,"U",12646,"F","MEX",83,"Deportiva",6,156.7,75,30.54,150,900,"Regular","Carga regular","0%",1,900
"2647",2021,"U",12647,"M","MEX",85.8,"Cultura",6,160.7,77.4,29.97,150,900,"Regular","Carga regular","50%",0.5,450
"2648",2021,"P",12648,"O","EXT",71.3,"Ninguna",6,160.4,89.3,34.71,100,600,"Regular","Carga regular","0%",1,600
"2649",2021,"U",12649,"F","EXT",79.3,"Ninguna",6,152.8,79.1,33.88,150,900,"Regular","Carga regular","0%",1,900
"2650",2021,"P",12650,"M","MEX",80.4,"Cultura",6,162.2,78.5,29.84,100,600,"Regular","Carga regular","0%",1,600
"2651",2021,"U",12651,"O","MEX",75.9,"Deportiva",6,161.4,77.7,29.83,150,900,"Regular","Carga regular","0%",1,900
"2652",2021,"P",12652,"M","MEX",79.6,"Ninguna",6,158.8,83.6,33.15,100,600,"Regular","Carga regular","0%",1,600
"2653",2021,"U",12653,"F","EXT",85.9,"Ninguna",6,161.7,80.8,30.9,150,900,"Regular","Carga regular","0%",1,900
"2654",2021,"U",12654,"O","MEX",72,"Cultura",7,163.8,81.3,30.3,150,1050,"Regular","Sobrecarga","0%",1,1050
"2655",2021,"P",12655,"M","MEX",77,"Deportiva",6,159.2,79.9,31.53,100,600,"Regular","Carga regular","0%",1,600
"2656",2021,"U",12656,"M","MEX",76.4,"Ninguna",6,158.5,66.9,26.63,150,900,"Regular","Carga regular","0%",1,900
"2657",2021,"U",12657,"F","MEX",74.4,"Deportiva",6,159.2,77.6,30.62,150,900,"Regular","Carga regular","0%",1,900
"2658",2021,"P",12658,"M","MEX",88,"Deportiva",6,162.3,79.5,30.18,100,600,"Regular","Carga regular","40%",0.6,360
"2659",2021,"P",12659,"F","EXT",79,"Deportiva",6,164.5,82.6,30.52,100,600,"Regular","Carga regular","0%",1,600
"2660",2021,"U",12660,"F","MEX",76.9,"Cultura",6,161.8,80.2,30.63,150,900,"Regular","Carga regular","0%",1,900
"2661",2021,"P",12661,"F","MEX",71.8,"Ninguna",6,159.1,85.3,33.7,100,600,"Regular","Carga regular","0%",1,600
"2662",2021,"P",12662,"F","EXT",82.4,"Deportiva",7,161.3,78,29.98,100,700,"Regular","Sobrecarga","0%",1,700
"2663",2021,"U",12663,"M","MEX",82.1,"Ninguna",6,158.5,80.1,31.88,150,900,"Regular","Carga regular","0%",1,900
"2664",2021,"U",12664,"O","EXT",75.5,"Deportiva",7,160.6,71.2,27.61,150,1050,"Regular","Sobrecarga","0%",1,1050
"2665",2021,"U",12665,"M","MEX",81.1,"Ninguna",5,159.1,80.3,31.72,150,750,"Regular","Menor carga","0%",1,750
"2666",2021,"U",12666,"O","EXT",78.9,"Cultura",6,157.3,81.4,32.9,150,900,"Regular","Carga regular","0%",1,900
"2667",2021,"P",12667,"F","MEX",76.3,"Cultura",5,155.3,83.3,34.54,100,500,"Regular","Menor carga","0%",1,500
"2668",2021,"P",12668,"F","MEX",75.2,"Cultura",6,159,75.8,29.98,100,600,"Regular","Carga regular","0%",1,600
"2669",2021,"U",12669,"F","MEX",82.1,"Ninguna",7,160.8,74.7,28.89,150,1050,"Regular","Sobrecarga","0%",1,1050
"2670",2021,"U",12670,"M","MEX",75.8,"Ninguna",6,157.9,86.2,34.57,150,900,"Regular","Carga regular","0%",1,900
"2671",2021,"U",12671,"F","MEX",81.6,"Ninguna",6,162.3,81.9,31.09,150,900,"Regular","Carga regular","0%",1,900
"2672",2021,"U",12672,"F","MEX",85.3,"Deportiva",6,158,79.8,31.97,150,900,"Regular","Carga regular","40%",0.6,540
"2673",2021,"U",12673,"F","MEX",76.2,"Deportiva",7,157,85.7,34.77,150,1050,"Regular","Sobrecarga","0%",1,1050
"2674",2021,"U",12674,"O","MEX",86.5,"Cultura",5,163.8,73,27.21,150,750,"Regular","Menor carga","50%",0.5,375
"2675",2021,"U",12675,"F","MEX",73.9,"Ninguna",6,166.4,87,31.42,150,900,"Regular","Carga regular","0%",1,900
"2676",2021,"U",12676,"F","MEX",82.1,"Cultura",5,157.3,89.9,36.33,150,750,"Regular","Menor carga","0%",1,750
"2677",2021,"P",12677,"F","EXT",80.7,"Cultura",6,163.9,72.9,27.14,100,600,"Regular","Carga regular","0%",1,600
"2678",2021,"U",12678,"F","MEX",80.8,"Cultura",6,155.8,80,32.96,150,900,"Regular","Carga regular","0%",1,900
"2679",2021,"U",12679,"F","MEX",74.1,"Deportiva",6,162.3,76,28.85,150,900,"Regular","Carga regular","0%",1,900
"2680",2021,"U",12680,"F","MEX",79.7,"Deportiva",6,159,78.7,31.13,150,900,"Regular","Carga regular","0%",1,900
"2681",2021,"U",12681,"F","EXT",82.5,"Deportiva",6,159.2,70.9,27.97,150,900,"Regular","Carga regular","0%",1,900
"2682",2021,"U",12682,"O","EXT",80.1,"Deportiva",6,156.4,76.2,31.15,150,900,"Regular","Carga regular","0%",1,900
"2683",2021,"U",12683,"O","MEX",84.9,"Deportiva",6,163.6,76.9,28.73,150,900,"Regular","Carga regular","0%",1,900
"2684",2021,"U",12684,"O","MEX",84.8,"Ninguna",6,160.6,81,31.4,150,900,"Regular","Carga regular","0%",1,900
"2685",2021,"P",12685,"M","EXT",80.2,"Ninguna",6,164,76.3,28.37,100,600,"Regular","Carga regular","0%",1,600
"2686",2021,"U",12686,"F","EXT",75.2,"Cultura",6,159.5,73.1,28.73,150,900,"Regular","Carga regular","0%",1,900
"2687",2021,"P",12687,"M","MEX",79.8,"Deportiva",6,156.9,84.2,34.2,100,600,"Regular","Carga regular","0%",1,600
"2688",2021,"P",12688,"F","MEX",81.3,"Deportiva",6,162.3,82.9,31.47,100,600,"Regular","Carga regular","0%",1,600
"2689",2021,"P",12689,"F","EXT",79.7,"Deportiva",6,155.9,78.1,32.13,100,600,"Regular","Carga regular","0%",1,600
"2690",2021,"P",12690,"M","MEX",79.5,"Ninguna",6,159.2,74.5,29.39,100,600,"Regular","Carga regular","0%",1,600
"2691",2021,"U",12691,"F","MEX",82.8,"Cultura",6,164,75.1,27.92,150,900,"Regular","Carga regular","0%",1,900
"2692",2021,"P",12692,"F","MEX",73.2,"Cultura",5,159.1,71.9,28.4,100,500,"Regular","Menor carga","0%",1,500
"2693",2021,"U",12693,"F","MEX",73,"Ninguna",6,158.3,66.7,26.62,150,900,"Regular","Carga regular","0%",1,900
"2694",2021,"P",12694,"F","EXT",76.4,"Ninguna",6,162.6,79.1,29.92,100,600,"Regular","Carga regular","0%",1,600
"2695",2021,"U",12695,"F","MEX",80.7,"Deportiva",7,160.9,72.5,28,150,1050,"Regular","Sobrecarga","0%",1,1050
"2696",2021,"P",12696,"M","MEX",76.3,"Ninguna",6,161.1,78.9,30.4,100,600,"Regular","Carga regular","0%",1,600
"2697",2021,"U",12697,"F","MEX",83.7,"Deportiva",6,159,80.4,31.8,150,900,"Regular","Carga regular","0%",1,900
"2698",2021,"U",12698,"F","MEX",77.8,"Ninguna",6,164.5,77.7,28.71,150,900,"Regular","Carga regular","0%",1,900
"2699",2021,"U",12699,"F","MEX",86.2,"Deportiva",5,162,76.7,29.23,150,750,"Regular","Menor carga","40%",0.6,450
"2700",2021,"U",12700,"M","EXT",78,"Deportiva",6,157.2,77.9,31.52,150,900,"Regular","Carga regular","0%",1,900
"2701",2021,"P",12701,"O","EXT",82.5,"Ninguna",6,158.9,86.6,34.3,100,600,"Regular","Carga regular","0%",1,600
"2702",2021,"U",12702,"O","MEX",81.8,"Ninguna",6,162,78.2,29.8,150,900,"Regular","Carga regular","0%",1,900
"2703",2021,"U",12703,"M","MEX",80.1,"Cultura",6,159,79.6,31.49,150,900,"Regular","Carga regular","0%",1,900
"2704",2021,"P",12704,"F","MEX",78.7,"Deportiva",7,159.2,74.7,29.47,100,700,"Regular","Sobrecarga","0%",1,700
"2705",2021,"U",12705,"M","MEX",76.9,"Deportiva",6,160,82.8,32.34,150,900,"Regular","Carga regular","0%",1,900
"2706",2021,"U",12706,"M","EXT",80.5,"Ninguna",6,162.2,78.7,29.91,150,900,"Regular","Carga regular","0%",1,900
"2707",2021,"U",12707,"F","MEX",88.1,"Ninguna",6,164.6,85.4,31.52,150,900,"Regular","Carga regular","0%",1,900
"2708",2021,"U",12708,"M","MEX",77.5,"Ninguna",6,156.2,79.8,32.71,150,900,"Regular","Carga regular","0%",1,900
"2709",2021,"U",12709,"O","EXT",82.6,"Ninguna",6,163.2,84.4,31.69,150,900,"Regular","Carga regular","0%",1,900
"2710",2021,"U",12710,"F","MEX",85.7,"Deportiva",6,164.1,90.2,33.5,150,900,"Regular","Carga regular","40%",0.6,540
"2711",2021,"U",12711,"O","EXT",80.2,"Cultura",6,157.1,86,34.85,150,900,"Regular","Carga regular","0%",1,900
"2712",2021,"U",12712,"O","MEX",80.4,"Ninguna",7,156.4,80.2,32.79,150,1050,"Regular","Sobrecarga","0%",1,1050
"2713",2021,"U",12713,"F","MEX",80.2,"Ninguna",6,162,77.9,29.68,150,900,"Regular","Carga regular","0%",1,900
"2714",2021,"U",12714,"F","MEX",76.7,"Ninguna",6,157.5,79.3,31.97,150,900,"Regular","Carga regular","0%",1,900
"2715",2021,"U",12715,"F","EXT",84.8,"Ninguna",6,159.8,72.4,28.35,150,900,"Regular","Carga regular","0%",1,900
"2716",2021,"U",12716,"O","MEX",76.9,"Deportiva",6,162.1,76.4,29.08,150,900,"Regular","Carga regular","0%",1,900
"2717",2021,"U",12717,"M","MEX",74.3,"Deportiva",6,161.7,82.4,31.51,150,900,"Regular","Carga regular","0%",1,900
"2718",2021,"U",12718,"M","MEX",70.9,"Ninguna",6,159.5,78.4,30.82,150,900,"Regular","Carga regular","0%",1,900
"2719",2021,"P",12719,"M","MEX",87.7,"Ninguna",6,162.1,81.9,31.17,100,600,"Regular","Carga regular","0%",1,600
"2720",2021,"P",12720,"F","MEX",86.1,"Deportiva",7,159.7,77.6,30.43,100,700,"Regular","Sobrecarga","40%",0.6,420
"2721",2021,"U",12721,"M","MEX",78.5,"Cultura",6,162.1,77.3,29.42,150,900,"Regular","Carga regular","0%",1,900
"2722",2021,"U",12722,"M","MEX",87.1,"Cultura",7,156,81.8,33.61,150,1050,"Regular","Sobrecarga","50%",0.5,525
"2723",2021,"U",12723,"O","MEX",80.6,"Deportiva",6,159.7,72.9,28.58,150,900,"Regular","Carga regular","0%",1,900
"2724",2021,"P",12724,"F","MEX",83.6,"Deportiva",6,157,74.5,30.22,100,600,"Regular","Carga regular","0%",1,600
"2725",2021,"U",12725,"O","MEX",84.8,"Cultura",6,157.5,82.8,33.38,150,900,"Regular","Carga regular","0%",1,900
"2726",2021,"P",12726,"F","MEX",84.1,"Ninguna",6,157.8,87.3,35.06,100,600,"Regular","Carga regular","0%",1,600
"2727",2021,"U",12727,"M","MEX",90.3,"Ninguna",6,162.3,77.3,29.35,150,900,"Regular","Carga regular","0%",1,900
"2728",2021,"U",12728,"O","MEX",80.6,"Deportiva",7,157.2,71.7,29.01,150,1050,"Regular","Sobrecarga","0%",1,1050
"2729",2021,"P",12729,"O","MEX",73.9,"Ninguna",6,158.3,81.2,32.4,100,600,"Regular","Carga regular","0%",1,600
"2730",2021,"P",12730,"M","EXT",77.9,"Ninguna",7,162,82.2,31.32,100,700,"Regular","Sobrecarga","0%",1,700
"2731",2021,"U",12731,"O","MEX",81.1,"Ninguna",6,161.4,78.1,29.98,150,900,"Regular","Carga regular","0%",1,900
"2732",2021,"U",12732,"F","MEX",71.5,"Cultura",6,157.7,86.2,34.66,150,900,"Regular","Carga regular","0%",1,900
"2733",2021,"U",12733,"F","EXT",79.4,"Deportiva",6,158.3,80.7,32.2,150,900,"Regular","Carga regular","0%",1,900
"2734",2021,"U",12734,"O","EXT",85.1,"Deportiva",6,160.3,90.8,35.34,150,900,"Regular","Carga regular","40%",0.6,540
"2735",2021,"U",12735,"F","MEX",71.7,"Ninguna",6,158.8,80.1,31.76,150,900,"Regular","Carga regular","0%",1,900
"2736",2021,"P",12736,"F","MEX",89.6,"Deportiva",7,159,84.6,33.46,100,700,"Regular","Sobrecarga","40%",0.6,420
"2737",2021,"U",12737,"F","MEX",76.6,"Cultura",6,161.9,79.2,30.22,150,900,"Regular","Carga regular","0%",1,900
"2738",2021,"P",12738,"F","MEX",85.5,"Ninguna",6,160.1,79.4,30.98,100,600,"Regular","Carga regular","0%",1,600
"2739",2021,"P",12739,"F","MEX",82.3,"Ninguna",6,157.9,71.5,28.68,100,600,"Regular","Carga regular","0%",1,600
"2740",2021,"P",12740,"F","MEX",85.1,"Cultura",6,155.7,76.3,31.47,100,600,"Regular","Carga regular","50%",0.5,300
"2741",2021,"U",12741,"M","EXT",88,"Cultura",6,163.4,79.9,29.93,150,900,"Regular","Carga regular","50%",0.5,450
"2742",2021,"P",12742,"O","MEX",82.5,"Ninguna",6,162.4,77.9,29.54,100,600,"Regular","Carga regular","0%",1,600
