"Deporte","Disciplina","Evento","Medalla","Genero","Atleta","Ciudad","Pais","Año"
"Handball","Handball","Handball","Silver","Women","STEEN, Ingrid","Barcelona","NOR",1992
"Handball","Handball","Handball","Silver","Women","SUNDAL, Heidi","Barcelona","NOR",1992
"Handball","Handball","Handball","Silver","Women","SVENDSEN, Cathrine","Barcelona","NOR",1992
"Handball","Handball","Handball","Silver","Women","TJUGUM, Heidi Maire","Barcelona","NOR",1992
"Hockey","Hockey","Hockey","Bronze","Men","ANJUM, Saeed","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","FARHAT, Hasan Khan","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","KHALID, Bashir","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","KHAWAJA, Muhammad Junaid","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","MANSOOR, Ahmed","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","MUHAMMAD, Asif Bajwa","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","MUHAMMAD, Ikhlaq","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","MUHAMMAD, Khalid","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","MUHAMMAD, Qamar Ibrahim","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","MUSADDAQ, Hussain","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","RANA, Mujahid Ali","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","SHAHBAZ, Ahmed","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","SHAHBAZ, Muhammad","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","SHAHID, Ali Khan","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","TAHIR, Zaman","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Bronze","Men","WASIM, Feroz","Barcelona","PAK",1992
"Hockey","Hockey","Hockey","Gold","Men","BECKER, Andreas","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","BLUNCK, Christian","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","FISCHER, Carsten","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","FRIED, Volker","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","HILGERS, Michael","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","KELLER, Andreas","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","KNAUTH, Michael","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","KURTZ, Oliver Michael","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","MAYERHÖFER, Christian","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","MEINHARDT, Sven","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","METZ, Michael","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","MICHLER, Klaus","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","REITZ, Christopher","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","SALIGER, Stefan","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","TEWES, Jan-Peter","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Gold","Men","TEWES, Stefan","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Men","BESTALL, John Roderick","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","BIRMINGHAM, Warren","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","BODIMEADE, Lee","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","CAREY, Ashley","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","CORBITT, Gregory","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","DAVIES, Stephen","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","DILETTI, Damon","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","DREHER, Lachlan","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","ELMER, Lachlan","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","EVANS, Dean","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","LEWIS, Paul Snowden","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","REID, Graham","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","STACEY, Jay Jason","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","WANSBROUGH, David","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","WARK, Kenneth","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Silver","Men","YORK, Michael","Barcelona","AUS",1992
"Hockey","Hockey","Hockey","Bronze","Women","ATKINS, Gillian","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","BAYLISS, Lisa Jayne","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","BROWN, Karen","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","DIXON, Victoria Jane","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","FRASER, Susan Barbara","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","FRASER, Wendy Katrina","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","JOHNSON, Kathryn Louise","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","LISTER, Sandie","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","MCWILLIAMS, Jackie Amanda","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","MILLER, Tammy Kelly","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","MORGAN, Helen Jane","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","NEVILL, Mary Elizabeth","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","NICHOLLS, Mandy","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","RAMSAY, Alison Gail","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","SIXSMITH, Jane Theresa","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Bronze","Women","THOMPSON, Joanne Sarah","Barcelona","GBR",1992
"Hockey","Hockey","Hockey","Gold","Women","BAREA, Maria Del Carme N","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","BARRIO, Sonia","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","COGHEN ALBERDINGO, Mercedes","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","CORRES GINER, Celia","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","DORADO, Natalia","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","GABELLANES, Nagore","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","GONZALEZ, Maria","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","MAIQUES DERN, Ana","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","MANRIQUE, Silvia","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","MARAGALL VERGE, Elisabeth","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","MARTINEZ DE MURGUIA, Maria","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","MOTOS, Teresa","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","OLIVE VANCELLS, Nuria","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","RAMIREZ MERINO, Virginia","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","RODRIGUEZ SUAREZ, Maria","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Gold","Women","TELLERIA, Maider","Barcelona","ESP",1992
"Hockey","Hockey","Hockey","Silver","Women","BECKER, Britta","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","DICKENSCHEID, Tanja Roswitha","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","ERNSTING-KRIENKE, Nadine","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","FERNECK, Christina Stephanie","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","HAGENBÄUMER, Eva","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","HENTSCHEL, Franziska","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","JUNGJOHANN, Caren","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","KAUSCHKE, Katrin","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","KUHNT, Irina","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","LAETZSCH, Heike","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","MÜLLER, Susanne","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","PETERS, Kristina","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","THOMASCHINSKI, Simone Heike","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","WEISS, Bianca Margot","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","WILD, Anke","Barcelona","GER",1992
"Hockey","Hockey","Hockey","Silver","Women","WOLLSCHLAGER, Susanne","Barcelona","GER",1992
"Judo","Judo","- 48KG (Extra-Lightweight)","Bronze","Women","SAVON, Amarilys","Barcelona","CUB",1992
"Judo","Judo","- 48KG (Extra-Lightweight)","Bronze","Women","SENYURT, Hulya","Barcelona","TUR",1992
"Judo","Judo","- 48KG (Extra-Lightweight)","Gold","Women","NOWAK, Cecile","Barcelona","FRA",1992
"Judo","Judo","- 48KG (Extra-Lightweight)","Silver","Women","TANI, Ryoko","Barcelona","JPN",1992
"Judo","Judo","- 60 KG","Bronze","Men","KOSHINO, Tadanori","Barcelona","JPN",1992
"Judo","Judo","- 60 KG","Bronze","Men","TRAUTMANN, Richard","Barcelona","GER",1992
"Judo","Judo","- 60 KG","Gold","Men","GUSEYNOV, Nazim","Barcelona","EUN",1992
"Judo","Judo","- 60 KG","Silver","Men","YOON, Hyun","Barcelona","KOR",1992
"Judo","Judo","+ 72KG (Heavyweight)","Bronze","Women","LUPINO, Natalia","Barcelona","FRA",1992
"Judo","Judo","+ 72KG (Heavyweight)","Bronze","Women","SAKAUE, Yoko","Barcelona","JPN",1992
"Judo","Judo","+ 72KG (Heavyweight)","Gold","Women","ZHUANG, Xiaoyan","Barcelona","CHN",1992
"Judo","Judo","+ 72KG (Heavyweight)","Silver","Women","RODRIGUEZ VILLANUEVA, Estela","Barcelona","CUB",1992
"Judo","Judo","+ 95KG (Heavyweight)","Bronze","Men","CSOSZ, Imre","Barcelona","HUN",1992
"Judo","Judo","+ 95KG (Heavyweight)","Bronze","Men","DOUILLET, David","Barcelona","FRA",1992
"Judo","Judo","+ 95KG (Heavyweight)","Gold","Men","KHAKHALEICHVILI, David","Barcelona","EUN",1992
"Judo","Judo","+ 95KG (Heavyweight)","Silver","Men","OGAWA, Naoya","Barcelona","JPN",1992
"Judo","Judo","48 - 52KG (Half-Lightweight)","Bronze","Women","LI, Zhongyun","Barcelona","CHN",1992
"Judo","Judo","48 - 52KG (Half-Lightweight)","Bronze","Women","RENDLE, Sharon Susan","Barcelona","GBR",1992
"Judo","Judo","48 - 52KG (Half-Lightweight)","Gold","Women","MUNOZ MARTINEZ, Almudena","Barcelona","ESP",1992
"Judo","Judo","48 - 52KG (Half-Lightweight)","Silver","Women","MIZOGUCHI, Noriko","Barcelona","JPN",1992
"Judo","Judo","52 - 56KG (Lightweight)","Bronze","Women","GONZALEZ, Driulys","Barcelona","CUB",1992
"Judo","Judo","52 - 56KG (Lightweight)","Bronze","Women","TATENO, Chiyori","Barcelona","JPN",1992
"Judo","Judo","52 - 56KG (Lightweight)","Gold","Women","BLASCO SOTO, Miriam","Barcelona","ESP",1992
"Judo","Judo","52 - 56KG (Lightweight)","Silver","Women","FAIRBROTHER, Nicola Kim","Barcelona","GBR",1992
"Judo","Judo","56 - 61KG (Half-Middleweight)","Bronze","Women","PETROVA, Elena","Barcelona","EUN",1992
"Judo","Judo","56 - 61KG (Half-Middleweight)","Bronze","Women","ZHANG, Di","Barcelona","CHN",1992
"Judo","Judo","56 - 61KG (Half-Middleweight)","Gold","Women","FLEURY-VACHON, Catherine","Barcelona","FRA",1992
"Judo","Judo","56 - 61KG (Half-Middleweight)","Silver","Women","ARAD, Yael","Barcelona","ISR",1992
"Judo","Judo","60 - 65KG (Half-Lightweight)","Bronze","Men","HERNANDEZ PLANA, Israel","Barcelona","CUB",1992
"Judo","Judo","60 - 65KG (Half-Lightweight)","Bronze","Men","QUELLMALZ, Udo","Barcelona","GER",1992
"Judo","Judo","60 - 65KG (Half-Lightweight)","Gold","Men","SAMPAIO CARDOSO, Rogerio","Barcelona","BRA",1992
"Judo","Judo","60 - 65KG (Half-Lightweight)","Silver","Men","CSAK, Jozsef","Barcelona","HUN",1992
"Judo","Judo","61 - 66KG (Middleweight)","Bronze","Women","HOWEY, Kate","Barcelona","GBR",1992
"Judo","Judo","61 - 66KG (Middleweight)","Bronze","Women","RAKELS, Heidi","Barcelona","BEL",1992
"Judo","Judo","61 - 66KG (Middleweight)","Gold","Women","REVE JIMENEZ, Odalis","Barcelona","CUB",1992
"Judo","Judo","61 - 66KG (Middleweight)","Silver","Women","PIERANTOZZI, Emanuela","Barcelona","ITA",1992
"Judo","Judo","65 - 71KG (Lightweight)","Bronze","Men","CHUNG, Hoon","Barcelona","KOR",1992
"Judo","Judo","65 - 71KG (Lightweight)","Bronze","Men","SMADJA, Shay Oren","Barcelona","ISR",1992
"Judo","Judo","65 - 71KG (Lightweight)","Gold","Men","KOGA, Toshihiko","Barcelona","JPN",1992
"Judo","Judo","65 - 71KG (Lightweight)","Silver","Men","HAJTOS, Bertalan","Barcelona","HUN",1992
"Judo","Judo","66 - 72KG (Half-Heavyweight)","Bronze","Women","DE KOK, Irene","Barcelona","NED",1992
"Judo","Judo","66 - 72KG (Half-Heavyweight)","Bronze","Women","MEIGNAN, Laetitia","Barcelona","FRA",1992
"Judo","Judo","66 - 72KG (Half-Heavyweight)","Gold","Women","KIM, Mi-Jung","Barcelona","KOR",1992
"Judo","Judo","66 - 72KG (Half-Heavyweight)","Silver","Women","TANABE, Yoko","Barcelona","JPN",1992
"Judo","Judo","71 - 78KG (Half-Middleweight)","Bronze","Men","DAMAISIN, Bertrand","Barcelona","FRA",1992
"Judo","Judo","71 - 78KG (Half-Middleweight)","Bronze","Men","KIM, Byung Joo","Barcelona","KOR",1992
"Judo","Judo","71 - 78KG (Half-Middleweight)","Gold","Men","YOSHIDA, Hidehiko","Barcelona","JPN",1992
"Judo","Judo","71 - 78KG (Half-Middleweight)","Silver","Men","MORRIS, Jason Newth","Barcelona","USA",1992
"Judo","Judo","78 - 86KG (Middleweight)","Bronze","Men","GILL, Nicolas","Barcelona","CAN",1992
"Judo","Judo","78 - 86KG (Middleweight)","Bronze","Men","OKADA, Hirotaka","Barcelona","JPN",1992
"Judo","Judo","78 - 86KG (Middleweight)","Gold","Men","LEGIEN, Waldemar","Barcelona","POL",1992
"Judo","Judo","78 - 86KG (Middleweight)","Silver","Men","TAYOT, Pascal","Barcelona","FRA",1992
"Judo","Judo","86 - 95KG (Half-Heavyweight)","Bronze","Men","MEIJER, Theo","Barcelona","NED",1992
"Judo","Judo","86 - 95KG (Half-Heavyweight)","Bronze","Men","SERGUEEV, Dmitri","Barcelona","EUN",1992
"Judo","Judo","86 - 95KG (Half-Heavyweight)","Gold","Men","KOVACS, Antal","Barcelona","HUN",1992
"Judo","Judo","86 - 95KG (Half-Heavyweight)","Silver","Men","STEVENS, Raymond","Barcelona","GBR",1992
"Modern Pentathlon","Modern Pentath.","Individual Competition","Bronze","Men","ZENOVKA, Edouard","Barcelona","EUN",1992
"Modern Pentathlon","Modern Pentath.","Individual Competition","Gold","Men","SKRZYPASZEK, Arkadiusz","Barcelona","POL",1992
"Modern Pentathlon","Modern Pentath.","Individual Competition","Silver","Men","MIZSER, Attila","Barcelona","HUN",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Bronze","Men","BOMPREZZI, Roberto","Barcelona","ITA",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Bronze","Men","MASSULLO, Carlo","Barcelona","ITA",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Bronze","Men","TIBERTI, Gianluca","Barcelona","ITA",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Gold","Men","CZYZOWICZ, Maciej","Barcelona","POL",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Gold","Men","GOZDZIAK, Dariusz","Barcelona","POL",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Gold","Men","SKRZYPASZEK, Arkadiusz","Barcelona","POL",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Silver","Men","STAROSTIN, Anatoli","Barcelona","EUN",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Silver","Men","SVATKOVSKIY, Dmitri","Barcelona","EUN",1992
"Modern Pentathlon","Modern Pentath.","Team Competition","Silver","Men","ZENOVKA, Edouard","Barcelona","EUN",1992
"Rowing","Rowing","Coxless Four (4-)","Bronze","Women","FRANK, Antje","Barcelona","GER",1992
"Rowing","Rowing","Coxless Four (4-)","Bronze","Women","HOHN, Annette","Barcelona","GER",1992
"Rowing","Rowing","Coxless Four (4-)","Bronze","Women","MEHL, Gabriele","Barcelona","GER",1992
"Rowing","Rowing","Coxless Four (4-)","Bronze","Women","SIECH, Birte","Barcelona","GER",1992
"Rowing","Rowing","Coxless Four (4-)","Gold","Women","BARNES, Jennifer Kirsten","Barcelona","CAN",1992
"Rowing","Rowing","Coxless Four (4-)","Gold","Women","MONROE, Jessica","Barcelona","CAN",1992
"Rowing","Rowing","Coxless Four (4-)","Gold","Women","TAYLOR, Brenda Susan","Barcelona","CAN",1992
"Rowing","Rowing","Coxless Four (4-)","Gold","Women","WORTHINGTON, Kay Frances","Barcelona","CAN",1992
"Rowing","Rowing","Coxless Four (4-)","Silver","Women","DONOHOE, Shelagh","Barcelona","USA",1992
"Rowing","Rowing","Coxless Four (4-)","Silver","Women","ECKERT, Cynthia L.","Barcelona","USA",1992
"Rowing","Rowing","Coxless Four (4-)","Silver","Women","FEENEY, Carol","Barcelona","USA",1992
"Rowing","Rowing","Coxless Four (4-)","Silver","Women","FULLER, Amy","Barcelona","USA",1992
"Rowing","Rowing","Coxless Pair (2-)","Bronze","Men","COP, Iztok","Barcelona","SLO",1992
"Rowing","Rowing","Coxless Pair (2-)","Bronze","Men","ZVEGELJ, Denis","Barcelona","SLO",1992
"Rowing","Rowing","Coxless Pair (2-)","Gold","Men","PINSENT, Matthew","Barcelona","GBR",1992
"Rowing","Rowing","Coxless Pair (2-)","Gold","Men","REDGRAVE, Steven","Barcelona","GBR",1992
"Rowing","Rowing","Coxless Pair (2-)","Silver","Men","ETTINGSHAUSEN, Colin","Barcelona","GER",1992
"Rowing","Rowing","Coxless Pair (2-)","Silver","Men","HÖLTZENBEIN, Peter","Barcelona","GER",1992
"Rowing","Rowing","Double Sculls (2X)","Bronze","Men","RIENKS, Nico","Barcelona","NED",1992
"Rowing","Rowing","Double Sculls (2X)","Bronze","Men","ZWOLLE, Hendrik Jan","Barcelona","NED",1992
"Rowing","Rowing","Double Sculls (2X)","Gold","Men","ANTONIE, Peter","Barcelona","AUS",1992
"Rowing","Rowing","Double Sculls (2X)","Gold","Men","HAWKINS, Stephen Mark","Barcelona","AUS",1992
"Rowing","Rowing","Double Sculls (2X)","Silver","Men","JONKE, Arnold","Barcelona","AUT",1992
"Rowing","Rowing","Double Sculls (2X)","Silver","Men","ZERBST, Christoph","Barcelona","AUT",1992
"Rowing","Rowing","Double Sculls (2X)","Bronze","Women","GU, Xiaoli","Barcelona","CHN",1992
"Rowing","Rowing","Double Sculls (2X)","Bronze","Women","LU, Huali","Barcelona","CHN",1992
"Rowing","Rowing","Double Sculls (2X)","Gold","Women","BORON, Kathrin","Barcelona","GER",1992
"Rowing","Rowing","Double Sculls (2X)","Gold","Women","KÖPPEN, Kerstin","Barcelona","GER",1992
"Rowing","Rowing","Double Sculls (2X)","Silver","Women","COCHELEA, Veronica","Barcelona","ROU",1992
"Rowing","Rowing","Double Sculls (2X)","Silver","Women","LIPA, Elisabeta","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","BAAR, Roland","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","EICHHOLZ, Armin","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","KIRCHHOFF, Detlef","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","KLEIN, Manfred Willi","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","RABE, Bahne","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","RICHTER, Frank Joerg","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","SENNEWALD, Hans","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","STREPPELHOFF, Thorsten","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Men","WESSLING, Ansgar","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","BARBER, Darren","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","CROSBY, Andrew","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","FORGERON, Michael Joseph","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","MARLAND, Robert Davies","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","PAUL, Terence Michael","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","PORTER, Derek","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","RASCHER, Michael G.","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","ROBERTSON, Bruce","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Men","WALLACE, John William","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","DOBRE, Danut","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","GHEORGHE, Marin","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","MARIN, Claudiu Gabriel","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","MASTACAN, Vasile Ionel","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","NASTASE, Vasile Dorel","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","ROBU, Valentin","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","RUICAN, Iulica","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","TALAPAN, Viorel","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Men","VIZITIU, Ioan Iulian","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","DÖRDELMANN, Sylvia","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","HAACKER, Kathrin","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","HARZENDORF, Christiane","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","NEUNAST, Daniela","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","PETERSMANN, Cerstin","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","PYRITZ, Dana","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","SCHELL, Ute","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","STRAUCH, Annegret","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Bronze","Women","ZEIDLER, Judith","Barcelona","GER",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","BARNES, Jennifer Kirsten","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","CRAWFORD, Shannon","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","DELEHANTY, Megan Catherine","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","HEDDLE, Kathleen","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","MCBEAN, Marnie Elizabeth","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","MONROE, Jessica","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","TAYLOR, Brenda Susan","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","THOMPSON, Lesley Allison","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Gold","Women","WORTHINGTON, Kay Frances","Barcelona","CAN",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","BAZON, Adriana","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","BULIE, Iulia","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","GEORGESCU, Elena","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","LEPADATU, Victoria","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","NECULAI, Viorica","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","OLTEANU, Ioana","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","PADURARIU, Maria","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","ROBU, Doina","Barcelona","ROU",1992
"Rowing","Rowing","Eight With Coxswain (8+)","Silver","Women","SNEP, Doina Liliana","Barcelona","ROU",1992
"Rowing","Rowing","Four Without Coxswain (4-)","Bronze","Men","JANSA, Milan","Barcelona","SLO",1992
"Rowing","Rowing","Four Without Coxswain (4-)","Bronze","Men","KLEMENCIC, Janez","Barcelona","SLO",1992
"Rowing","Rowing","Four Without Coxswain (4-)","Bronze","Men","MIRJANIC, Saso","Barcelona","SLO",1992
"Rowing","Rowing","Four Without Coxswain (4-)","Bronze","Men","MUJKIC, Sadik","Barcelona","SLO",1992
"Rowing","Rowing","Four Without Coxswain (4-)","Gold","Men","COOPER, Andrew","Barcelona","AUS",1992
"Rowing","Rowing","Four Without Coxswain (4-)","Gold","Men","GREEN, Nicholas","Barcelona","AUS",1992
