nombre,artista,anio,duracion_seg,popularidad,energia,bailabilidad,positividad,acustica,instrumental,en_vivo,habla,volumen_db,tempo_bpm,tono_mayor,explicito
You Can Close Your Eyes - Instrumental,Fred Mollin,2005,208.4,43,0.128,0.215,0.121,0.924,0.85,0.0761,0.0341,-17.217,56.6,1,0
Stupid MF,Mindless Self Indulgence,2005,145.0,43,0.726,0.704,0.726,0.00698,0.0151,0.167,0.128,-5.05,152.0,0,0
Lavender Blue (Dilly Dilly) - Instrumental,Fred Mollin,2005,197.5,42,0.128,0.496,0.196,0.981,0.881,0.0923,0.0305,-18.793,111.1,1,0
"1, 2 Step (feat. Missy Elliott) - Don Candiani Reggaeton Mix","Ciara, Missy Elliott",2005,231.8,42,0.896,0.805,0.776,0.0176,0.00293,0.336,0.0414,-2.53,98.7,0,0
Do You Believe In Magic - Single Version,Aly & AJ,2005,134.1,42,0.909,0.555,0.785,0.153,2.87e-06,0.129,0.0356,-2.738,139.0,1,0
Old School Rules,"Danger Doom, Talib Kwell",2005,160.4,42,0.936,0.622,0.499,0.0785,0.0,0.387,0.246,-4.906,98.1,1,0
Get Well Soon,Reggie And The Full Effect,2005,213.8,42,0.963,0.46,0.416,7.75e-05,0.0,0.163,0.0773,-2.606,152.1,0,0
Adiós Amor,"El Güero y Su Banda Centenario, Su Banda Centenario",2005,173.7,42,0.571,0.746,0.937,0.315,0.0,0.108,0.0349,-5.043,133.1,0,0
I Love to See the Temple,Paul Cardall,2005,266.5,42,0.106,0.251,0.0772,0.973,0.888,0.129,0.0372,-21.072,167.4,1,0
Ashokan Farewell,"Jay Ungar, Evan Stover, Matt Glaser, Molly Mason, Russ Barenberg",2005,244.7,41,0.0953,0.184,0.197,0.948,0.0371,0.102,0.0405,-18.573,85.3,1,0
The Engine Driver,The Decemberists,2005,255.2,41,0.711,0.425,0.534,0.338,0.0,0.26,0.0275,-6.516,96.7,0,0
Can I Take U Home - Main,Jamie Foxx,2005,255.7,41,0.56,0.791,0.804,0.445,0.000624,0.067,0.0351,-6.316,122.0,0,0
Change On Me,Cynthia,2005,256.6,40,0.822,0.631,0.755,0.00122,0.0183,0.223,0.0403,-7.727,118.8,1,0
Don't Call Me Peanut,Bayside,2005,236.7,40,0.252,0.63,0.245,0.88,0.0,0.117,0.0322,-11.693,152.3,1,0
Don't Cha - Radio Edit,The Pussycat Dolls,2005,242.1,40,0.729,0.828,0.538,0.00399,5.6e-06,0.214,0.0526,-2.979,120.2,0,0
Global Warming,Gojira,2005,470.7,40,0.944,0.171,0.201,1.96e-05,0.00112,0.0586,0.0591,-2.541,94.6,0,0
Levemente,Reik,2005,235.1,40,0.69,0.646,0.467,0.0658,0.0,0.114,0.0243,-6.059,96.0,1,0
Ocean Planet,Gojira,2005,332.8,39,0.914,0.319,0.168,1.3e-05,0.0165,0.157,0.112,-2.951,111.9,0,0
Cast It Out,10 Years,2005,198.8,38,0.772,0.352,0.248,0.000964,0.0,0.135,0.0747,-5.22,129.8,0,0
Blue Bird,Ikimonogakari,2006,215.7,73,0.966,0.536,0.85,0.12,0.0,0.0477,0.0557,-2.93,152.1,0,0
(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,2006,181.1,70,0.69,0.631,0.938,0.176,0.0,0.121,0.0531,-6.676,94.6,1,0
Louie Louie,The Kingsmen,2006,165.4,68,0.709,0.623,0.948,0.102,0.0,0.0967,0.0636,-9.818,122.4,0,0
The Pot,TOOL,2006,381.9,67,0.79,0.469,0.466,0.000148,0.372,0.282,0.0391,-6.889,107.4,1,1
Tell Me Baby,Red Hot Chili Peppers,2006,247.7,66,0.993,0.695,0.281,0.00177,0.00246,0.0814,0.0612,-3.114,108.0,1,0
El Hombre Que Más Te Amó,Lalo Mora,2006,196.7,61,0.515,0.609,0.843,0.533,0.0,0.181,0.0583,-7.536,173.9,1,0
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,2006,204.7,60,0.44,0.626,0.259,0.331,0.0,0.146,0.0232,-6.942,100.0,1,0
Vultures,John Mayer,2006,250.8,59,0.478,0.882,0.802,0.476,0.00581,0.0737,0.0304,-10.386,97.8,1,0
Don't Stop Believin',Journey,2006,249.1,58,0.805,0.494,0.465,0.257,0.0,0.356,0.0421,-7.087,119.0,1,0
Check On It (feat. Bun B & Slim Thug),"Beyoncé, Bun B, Slim Thug",2006,210.5,58,0.796,0.705,0.864,0.0708,0.0,0.388,0.267,-6.845,166.0,1,0
Mr Blue,Catherine Feeny,2006,154.6,58,0.386,0.456,0.612,0.835,0.108,0.389,0.032,-10.293,165.7,1,0
Mul Mantra,Snatam Kaur,2006,475.8,58,0.435,0.727,0.332,0.633,2.12e-05,0.087,0.0281,-9.901,130.0,0,0
Bring Me Along,Pepper,2006,213.0,57,0.54,0.647,0.369,0.18,0.0,0.131,0.0492,-5.676,75.7,1,0
Monster,Meg & Dia,2006,161.3,56,0.834,0.35,0.424,0.00164,1.19e-05,0.149,0.0596,-3.856,192.0,0,0
Vivir Lo Nuestro,"INDIA, Marc Anthony",2006,366.2,56,0.68,0.629,0.802,0.592,0.0,0.919,0.0433,-6.448,91.2,0,0
Hands Up,"Lloyd Banks, 50 Cent",2006,240.2,56,0.878,0.799,0.594,0.077,0.0,0.51,0.219,-2.282,95.0,1,1
Sam's Town,The Killers,2006,246.0,55,0.96,0.268,0.44,0.000217,0.00604,0.732,0.0963,-4.596,141.4,0,0
How Am I Supposed to Live Without You,Michael Bolton,2006,254.0,54,0.592,0.539,0.177,0.146,0.0,0.15,0.0269,-7.198,140.5,1,0
Jerry Was A Race Car Driver,Primus,2006,191.2,53,0.982,0.524,0.662,0.0092,0.126,0.328,0.126,-2.865,122.9,0,0
This Could Be Anywhere In The World,Alexisonfire,2006,243.5,53,0.757,0.192,0.294,4.68e-05,0.00133,0.123,0.0844,-5.253,83.1,1,0
Cumbia Sampuesana,Aniceto Molina Y La Luz Roja De San Marcos,2006,231.7,51,0.67,0.76,0.969,0.0403,0.0231,0.0217,0.0945,-5.412,97.4,0,0
アルミナ,"Nightmare, DEATH NOTE デスノート",2006,304.1,51,0.901,0.347,0.528,0.0156,0.0,0.127,0.0532,-3.224,184.9,0,0
Just Friends,Amy Winehouse,2006,191.8,51,0.806,0.754,0.532,0.0346,0.0274,0.204,0.0388,-4.767,95.5,1,1
Unappreciated,Cherish,2006,235.3,50,0.521,0.735,0.374,0.0888,0.0,0.065,0.0876,-6.696,77.0,0,0
Eye of the Tiger,Survivor,2006,245.6,50,0.556,0.824,0.566,0.146,0.000394,0.0839,0.033,-10.711,108.9,0,0
Until the End of Time,"Justin Timberlake, The Benjamin Wright Orchestra",2006,322.6,49,0.393,0.804,0.401,0.206,0.0,0.165,0.0458,-6.628,119.9,0,0
No Sabes Como Duele,Marc Anthony,2006,291.1,48,0.796,0.645,0.745,0.709,1.73e-05,0.0992,0.0508,-8.029,176.9,1,0
Gravity's Gone,Drive-By Truckers,2006,213.2,48,0.834,0.563,0.447,0.000108,0.0505,0.144,0.0323,-5.628,127.2,1,0
Don't Speak (I Came To Make A Bang!),Eagles Of Death Metal,2006,167.8,48,0.911,0.598,0.6,0.00678,0.00508,0.656,0.119,-3.753,136.7,1,0
Jack Sparrow,Hans Zimmer,2006,365.4,48,0.323,0.335,0.291,0.759,0.824,0.0717,0.0564,-14.71,91.6,0,0
Para Que Olvidar,Valentín Elizalde,2006,193.5,47,0.537,0.574,0.966,0.675,0.0,0.0441,0.125,-5.492,200.4,1,0
Vagabond,Wolfmother,2006,230.2,47,0.74,0.494,0.337,0.457,0.368,0.37,0.0678,-6.646,101.0,1,0
Romance Is Dead,Parkway Drive,2006,317.9,47,0.924,0.221,0.154,0.000447,0.0068,0.389,0.123,-4.57,146.8,0,0
Gritaria,"Los Telez, Saturnino Gracia",2006,226.7,46,0.545,0.798,0.907,0.163,1.16e-05,0.0766,0.0598,-7.31,160.1,1,0
In My Mind,Heather Headley,2006,245.9,46,0.457,0.616,0.208,0.148,0.0,0.125,0.034,-6.761,119.6,1,0
Lower the Heavens,The Donkeys,2006,332.3,46,0.757,0.316,0.113,0.0653,0.861,0.183,0.0313,-5.07,131.4,0,0
La Dama,Grupo Laberinto,2006,179.3,46,0.372,0.608,0.968,0.744,3.16e-06,0.0387,0.381,-8.097,71.6,1,0
Dangerous,"Ying Yang Twins, Wyclef Jean",2006,260.4,45,0.783,0.8,0.889,0.169,0.0,0.206,0.0966,-3.872,115.0,0,1
No Control,Pepper,2006,192.9,45,0.734,0.685,0.666,0.00342,6.14e-06,0.131,0.0497,-4.792,103.8,0,0
Leave Before The Lights Come On,Arctic Monkeys,2006,233.9,45,0.887,0.365,0.916,0.00272,2.18e-05,0.0923,0.0417,-4.579,150.7,1,0
The Day I Left The Womb,Escape the Fate,2006,144.9,45,0.651,0.567,0.366,0.171,4.64e-06,0.125,0.0261,-6.808,103.1,0,0
Música Callada III,"Federico Mompou, Javier Perianes",2006,105.8,44,0.00471,0.268,0.242,0.996,0.861,0.0655,0.0476,-32.597,74.0,1,0
Freaky Girl,Gucci Mane,2006,225.3,44,0.626,0.761,0.663,0.0361,2.71e-05,0.121,0.0522,-2.862,147.0,1,1
Slow Dance,John Legend,2006,283.5,44,0.559,0.701,0.691,0.286,0.0,0.271,0.0435,-6.588,91.0,0,0
Garza West,South Park Mexican,2006,298.7,44,0.544,0.758,0.653,0.166,0.0,0.0884,0.248,-8.152,139.8,0,1
Leaving Jesusland,NOFX,2006,174.2,44,0.925,0.563,0.674,0.00123,4.77e-06,0.0954,0.0508,-4.887,156.0,1,0
Three Little Birds,Elizabeth Mitchell,2006,154.6,43,0.278,0.789,0.825,0.496,0.0,0.0616,0.183,-13.416,150.1,1,0
Bitches Ain't Shit,Ben Folds,2006,250.0,43,0.731,0.396,0.392,0.00927,0.00155,0.298,0.157,-7.93,167.0,1,1
See The World,Gomez,2006,243.6,42,0.753,0.48,0.455,0.0219,0.0,0.0764,0.0323,-5.875,94.0,1,0
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,2006,165.7,42,0.246,0.566,0.412,0.813,1.48e-06,0.195,0.0276,-15.499,101.5,1,0
The Total Experience,"Boney James, George Duke",2006,239.5,42,0.765,0.562,0.518,0.738,0.891,0.108,0.0372,-6.031,100.0,1,0
My Fears Have Become Phobias,As Blood Runs Black,2006,239.1,42,0.994,0.429,0.286,3.23e-05,0.392,0.0959,0.181,-1.208,116.3,1,1
4 Words (To Choke Upon),Bullet For My Valentine,2006,223.8,41,0.95,0.369,0.33,8.97e-05,7.66e-05,0.126,0.081,-2.875,92.6,1,0
Keepin' Up With The Jonesin',Jamey Johnson,2006,204.7,41,0.545,0.543,0.63,0.131,0.0,0.318,0.031,-4.519,128.0,1,0
Beg,Evans Blue,2006,227.2,40,0.962,0.305,0.375,0.0302,0.0,0.281,0.363,-5.2,192.1,1,0
Can I Stay,Ray LaMontagne,2006,219.6,40,0.0734,0.326,0.377,0.236,0.0497,0.372,0.0359,-17.964,113.1,1,0
I'm A Survivor,Reba McEntire,2006,187.1,40,0.627,0.67,0.569,0.278,0.0,0.104,0.0303,-5.47,88.9,1,0
A Little's Enough,Angels & Airwaves,2006,285.1,40,0.766,0.487,0.156,0.00169,9.33e-05,0.217,0.0466,-6.68,139.1,1,0
Tougher Than The Rest,Chris LeDoux,2006,297.4,39,0.581,0.566,0.326,0.0227,0.000815,0.167,0.0245,-6.933,100.1,1,0
Civilized Worm,Melvins,2006,357.1,39,0.901,0.393,0.688,0.0291,0.0307,0.289,0.109,-4.672,133.0,0,0
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"T-Pain, Yung Joc",2007,228.0,76,0.55,0.451,0.594,0.0108,0.0,0.0737,0.262,-8.137,80.0,1,0
Come On Get Higher,Matt Nathanson,2007,215.2,72,0.623,0.672,0.617,0.241,0.0,0.0848,0.0297,-5.699,92.0,1,0
How Do I Breathe,Mario,2007,216.9,69,0.455,0.684,0.487,0.215,1.08e-06,0.263,0.0307,-8.216,98.0,1,0
When You're Gone,Avril Lavigne,2007,240.5,69,0.719,0.458,0.168,0.189,0.0,0.228,0.0323,-3.921,142.0,0,0
Bet On It,Troy,2007,198.3,64,0.67,0.812,0.439,0.0218,0.0,0.0518,0.0565,-6.385,137.0,0,0
Everything I Am,"Kanye West, DJ Premier",2007,227.9,63,0.623,0.631,0.765,0.463,1.7e-06,0.151,0.265,-6.969,80.2,1,1
crushcrushcrush,Paramore,2007,189.4,62,0.793,0.631,0.648,0.000218,5.65e-05,0.0976,0.0468,-4.086,137.0,0,0
Take My Breath Away,Berlin,2007,264.2,62,0.477,0.578,0.511,0.448,0.00031,0.124,0.0228,-8.119,95.9,1,0
Dashboard,Modest Mouse,2007,246.2,62,0.903,0.639,0.96,0.00963,7.06e-05,0.174,0.0371,-5.013,135.9,0,0
Malherido,Magneto,2007,230.3,62,0.48,0.676,0.328,0.172,0.0,0.366,0.0299,-8.318,123.8,1,0
New Soul,Yael Naim,2007,225.1,60,0.371,0.769,0.653,0.733,3.73e-05,0.106,0.0326,-8.522,100.0,1,0
Precioso Jesús,Esperanza de Vida,2007,380.3,60,0.427,0.501,0.207,0.333,0.0,0.702,0.0265,-6.911,140.0,1,0
Enloquéceme,OV7,2007,249.4,59,0.92,0.806,0.798,0.0893,5.18e-06,0.316,0.124,-3.059,107.0,1,0
Jenny,The Click Five,2007,202.4,59,0.832,0.546,0.633,0.000316,0.0,0.177,0.0247,-2.679,96.0,1,0
Shabadabada,OV7,2007,235.4,58,0.906,0.757,0.789,0.178,0.000154,0.09,0.151,-3.064,87.9,1,0
Videotape,Radiohead,2007,279.6,58,0.384,0.581,0.0466,0.697,0.813,0.0889,0.0336,-11.195,77.4,1,0
Me Llamas,El Cartel De Nuevo Leon,2007,251.7,55,0.772,0.838,0.77,0.0828,0.000221,0.24,0.0443,-7.35,103.5,1,0
Shadowplay,The Killers,2007,247.2,55,0.805,0.643,0.352,0.000781,0.578,0.393,0.0476,-7.238,145.0,1,0
Clouds Over California,DevilDriver,2007,249.9,55,0.966,0.459,0.376,9.11e-05,0.017,0.217,0.0758,-3.985,175.1,1,1
What A Wonderful World,Israel Kamakawiwo'ole,2007,270.7,54,0.279,0.536,0.372,0.873,0.000816,0.118,0.0269,-10.786,80.0,1,0
I Don't Care (feat. Adam Gontier),"Apocalyptica, Adam Gontier",2007,221.5,54,0.744,0.311,0.336,0.00998,0.0,0.0799,0.0436,-4.615,179.1,0,0
He Said She Said,Ashley Tisdale,2007,188.0,54,0.709,0.694,0.566,0.0966,0.0,0.267,0.103,-6.205,115.0,0,0
Down (Remix),"R.K.M & Ken-Y, Ken-Y",2007,227.9,54,0.745,0.849,0.835,0.652,0.000339,0.164,0.157,-6.963,95.0,0,0
Anonymous - Main,"Bobby V., Timbaland",2007,283.9,53,0.766,0.715,0.597,0.0144,0.0,0.0544,0.0322,-3.373,125.0,1,0
Llorarás,"R.K.M & Ken-Y, Ken-Y",2007,241.4,52,0.632,0.512,0.37,0.156,0.0,0.591,0.0434,-5.063,79.9,1,0
Ratatouille Main Theme,Michael Giacchino,2007,129.1,52,0.119,0.14,0.075,0.929,0.935,0.357,0.0375,-13.628,73.3,0,0
Radio Girl,Volbeat,2007,225.6,51,0.989,0.499,0.504,2.27e-06,0.0112,0.292,0.0651,-3.974,112.6,1,0
"""The Take Over, The Breaks Over""",Fall Out Boy,2007,213.6,51,0.917,0.609,0.67,0.00614,1.96e-05,0.0775,0.0477,-2.563,149.9,1,0
Zetsubou Billy,MAXIMUM THE HORMONE,2007,224.1,51,0.913,0.282,0.46,0.00283,0.00397,0.292,0.0656,-1.995,90.4,0,0
Circle,Marques Houston,2007,245.0,51,0.662,0.676,0.464,0.106,0.0,0.122,0.0442,-6.438,128.0,1,0
Daughter,Loudon Wainwright III,2007,212.9,50,0.526,0.431,0.412,0.352,0.000176,0.132,0.0238,-8.164,90.6,1,0
His World -Theme of Sonic The Hedgehog-,"Ali Tabatabaee, Matty Lewis from Zebrahead",2007,279.9,50,0.978,0.359,0.555,0.00754,0.0,0.367,0.0905,-3.895,178.1,1,0
Thrills,Cake,2007,179.0,50,0.681,0.661,0.947,0.0875,0.0927,0.292,0.0508,-9.914,93.0,0,0
Ten Crack Commandments - 2007 Remaster,The Notorious B.I.G.,2007,203.9,50,0.846,0.612,0.797,0.061,0.0,0.314,0.544,-5.728,173.8,1,1
So Hott,Kid Rock,2007,246.6,50,0.926,0.635,0.598,0.000497,0.0412,0.0994,0.0517,-3.056,113.0,1,1
Preso,The Latin Brothers,2007,294.7,49,0.788,0.593,0.808,0.143,0.00194,0.107,0.0395,-6.247,106.5,0,0
Never Wanted Nothing More,Kenny Chesney,2007,208.6,49,0.745,0.528,0.784,0.0424,1.68e-05,0.257,0.0539,-7.683,177.8,1,0
Whistle For The Choir,The Fratellis,2007,215.9,49,0.691,0.599,0.729,0.0489,0.0,0.0835,0.0301,-4.571,131.6,1,0
Take Me There,Rascal Flatts,2007,266.6,48,0.857,0.499,0.324,0.00476,0.0,0.102,0.0374,-4.501,84.0,1,0
Juicy,The Notorious B.I.G.,2007,285.8,48,0.767,0.887,0.607,0.38,0.0,0.0527,0.295,-4.311,97.4,1,0
Straight To The Bank,50 Cent,2007,190.7,48,0.846,0.642,0.519,0.112,0.0,0.045,0.423,-3.856,179.5,1,1
"You Be The Anchor That Keeps My Feet On The Ground, I'll Be The Wings That Keep Your Heart In The Clouds",Mayday Parade,2007,276.2,48,0.592,0.261,0.329,0.0451,0.0,0.254,0.0317,-4.665,139.2,1,0
Green Light,Beyoncé,2007,210.2,48,0.572,0.796,0.726,0.0682,7.82e-06,0.135,0.0634,-7.019,107.0,0,0
The Bird and the Worm,The Used,2007,225.0,47,0.933,0.299,0.205,0.0742,1.21e-05,0.0723,0.17,-6.874,180.1,0,0
Between the Lines,Sara Bareilles,2007,274.7,47,0.575,0.513,0.29,0.185,1.3e-06,0.111,0.0311,-5.254,129.9,1,0
Jowenna,Fiji,2007,233.4,46,0.682,0.719,0.713,0.00799,0.0,0.334,0.214,-3.312,84.0,1,0
I Don't Love You Anymore,Bomb the Music Industry!,2007,282.1,46,0.949,0.384,0.547,0.22,0.0,0.736,0.096,-3.688,136.8,1,0
Detlef Schrempf,Band of Horses,2007,268.5,45,0.485,0.428,0.0657,0.199,5.29e-06,0.17,0.0297,-7.758,127.0,1,0
Poppin' Champagne,All Time Low,2007,200.0,45,0.88,0.582,0.521,0.0165,0.0,0.389,0.0601,-3.219,123.0,1,0
Entre Tu Cuerpo y el Mio,"Milly Quezada, Los Vecinos",2007,298.1,45,0.851,0.609,0.741,0.104,0.0,0.181,0.0409,-5.738,142.7,1,0
Composure,August Burns Red,2007,253.4,44,0.982,0.233,0.181,8.74e-06,0.176,0.175,0.143,-2.527,159.3,1,0
Mami Mira,"Mr. Criminal, Nate Dogg, Mr. Capone-E",2007,235.0,44,0.684,0.826,0.825,0.0861,0.0,0.242,0.121,-5.842,101.0,1,1
Another Try,"Josh Turner, Trisha Yearwood",2007,225.8,44,0.472,0.511,0.261,0.544,0.000519,0.104,0.0284,-8.119,123.2,1,0
Copacabana (At the Copa),Barry Manilow,2007,241.3,44,0.658,0.763,0.79,0.536,4.11e-05,0.093,0.0451,-7.876,108.0,0,0
I Run This,"Birdman, Lil Wayne",2007,211.8,44,0.551,0.717,0.419,0.00691,2.29e-05,0.359,0.0706,-7.538,81.0,1,1
"Sorry, Blame It On Me",Akon,2007,295.7,42,0.651,0.709,0.543,0.251,2.32e-05,0.0731,0.272,-7.371,176.1,1,0
"You, You, You",The Ames Brothers,2007,175.6,41,0.177,0.386,0.292,0.838,0.000245,0.327,0.0299,-11.213,97.7,1,0
Your Party,Ween,2007,248.1,40,0.668,0.686,0.79,0.175,1.16e-05,0.345,0.0303,-6.36,80.1,0,0
Fashionable People,Joel Plaskett Emergency,2007,249.6,39,0.545,0.924,0.723,0.158,1.84e-05,0.0786,0.0921,-5.554,99.1,1,0
Runnin My Momma Crazy,Plies,2007,254.9,39,0.539,0.646,0.621,0.149,0.0,0.0988,0.278,-6.217,145.1,1,1
Chicken Fried,Zac Brown Band,2008,238.1,78,0.713,0.566,0.807,0.645,0.0,0.114,0.0417,-4.25,169.9,1,0
Use Somebody,Kings of Leon,2008,230.8,75,0.715,0.276,0.173,0.00552,0.000417,0.201,0.0432,-5.356,137.0,1,0
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,2008,273.6,73,0.655,0.464,0.531,0.0272,1.34e-06,0.328,0.0608,-9.058,169.5,0,0
DONTTRUSTME,3OH!3,2008,192.6,70,0.713,0.791,0.514,0.0163,0.0,0.189,0.254,-3.742,130.0,0,1
Love in This Club (feat. Young Jeezy),"Usher, Jeezy",2008,259.7,68,0.712,0.573,0.346,0.0572,0.0,0.167,0.0732,-5.976,140.0,1,0
Tú No Eres Para Mi,Fanny Lu,2008,205.7,64,0.905,0.859,0.914,0.0474,0.0,0.214,0.0336,-5.02,125.0,1,0
Dead Memories,Slipknot,2008,268.6,64,0.963,0.547,0.441,0.000443,0.0251,0.353,0.0744,-2.337,130.1,0,0
High Cost Of Living,Jamey Johnson,2008,345.1,63,0.601,0.628,0.396,0.0114,2.63e-05,0.32,0.0368,-7.036,86.0,1,0
Por Amar A Ciegas,Arcangel,2008,234.0,63,0.684,0.564,0.404,0.0461,0.000718,0.335,0.0348,-4.719,120.0,0,0
Re-Education (Through Labor),Rise Against,2008,222.5,61,0.947,0.243,0.338,0.000417,3.41e-05,0.133,0.102,-3.388,147.6,1,0
Somos de Calle,Daddy Yankee,2008,214.8,60,0.687,0.594,0.773,0.00597,0.0,0.0843,0.219,-5.808,120.0,0,0
High School Musical - Original Version,High School Musical Cast,2008,231.1,59,0.931,0.529,0.624,0.241,0.0,0.411,0.102,-3.022,165.1,1,0
Threnody,Goldmund,2008,281.1,58,0.00572,0.217,0.174,0.989,0.925,0.109,0.0394,-30.767,85.3,1,0
Sleep Through The Static,Jack Johnson,2008,223.4,58,0.346,0.748,0.305,0.35,1.19e-05,0.0884,0.0927,-11.227,68.5,1,0
Soy Así,Valentín Elizalde,2008,212.6,58,0.445,0.652,0.845,0.567,0.0,0.138,0.035,-5.727,174.1,1,0
"24 Préludes, Op. 28: No.4 in E minor - Largo","Frédéric Chopin, Alexandre Tharaud",2008,131.2,57,0.0164,0.416,0.0365,0.991,0.866,0.116,0.0483,-25.933,110.6,1,0
If It Hadn't Been For Love,The Steeldrivers,2008,239.6,57,0.445,0.49,0.54,0.695,1.16e-05,0.106,0.0469,-7.19,159.3,0,0
Guitar Gangsters & Cadillac Blood,Volbeat,2008,188.9,57,0.974,0.302,0.332,0.000275,0.000511,0.0838,0.147,-2.834,76.9,0,0
Shanti (Peace Out),MC YOGI,2008,419.3,56,0.0785,0.173,0.0273,0.873,0.933,0.377,0.0406,-18.32,87.2,1,0
Love That Girl,Raphael Saadiq,2008,184.4,56,0.674,0.71,0.7,0.0136,1.73e-05,0.0366,0.0352,-5.393,124.0,1,0
S.E.X.,Nickelback,2008,233.8,56,0.914,0.55,0.825,3.53e-05,0.322,0.0894,0.0425,-2.831,135.0,1,0
Your Love Never Fails - Live,"Jesus Culture, Chris Quilala",2008,477.9,55,0.869,0.41,0.353,0.00801,0.0,0.238,0.0472,-4.496,114.0,0,0
Moving in Slow Motion,The Sweet Remains,2008,237.7,54,0.353,0.525,0.241,0.596,0.0,0.0964,0.0322,-10.985,92.0,1,0
Coward Of The County,Kenny Rogers,2008,262.4,54,0.459,0.603,0.734,0.184,3.36e-06,0.221,0.0361,-12.699,90.7,1,0
One In Every Crowd,Montgomery Gentry,2008,211.1,54,0.86,0.643,0.674,0.00423,0.0,0.286,0.0495,-4.447,111.1,1,0
給我一首歌的時間,Jay Chou,2008,251.6,53,0.635,0.756,0.519,0.272,0.0,0.146,0.0282,-5.369,118.0,1,0
Anenome,The Brian Jonestown Massacre,2008,327.9,53,0.758,0.486,0.56,0.0254,0.809,0.0769,0.0356,-9.914,83.1,0,0
Guallando,Fulanito,2008,206.9,53,0.884,0.677,0.93,0.0495,0.0,0.436,0.0721,-8.725,149.9,1,0
Crush,David Archuleta,2008,212.0,52,0.677,0.599,0.453,0.0109,8.04e-06,0.0612,0.035,-4.722,81.0,0,0
Waking the Demon,Bullet For My Valentine,2008,247.7,52,0.995,0.306,0.135,2.98e-05,0.00859,0.254,0.1,-3.203,127.9,1,0
Que Me Entierren Cantando,Chalino Sanchez,2008,163.5,52,0.425,0.426,0.951,0.787,4.31e-06,0.288,0.0362,-4.616,157.2,1,0
Runnin' Down A Dream,Tom Petty,2008,263.2,51,0.923,0.463,0.788,0.0014,0.433,0.479,0.0355,-9.567,170.0,1,0
Y Si Fuera Ella,SHINee,2008,314.9,51,0.496,0.516,0.314,0.517,0.0,0.147,0.029,-5.784,75.6,1,0
America's Suitehearts,Fall Out Boy,2008,214.1,50,0.931,0.483,0.645,0.00826,0.0,0.107,0.044,-3.439,160.0,1,0
Everything You're Breathing For,The Parlor Mob,2008,226.9,50,0.815,0.557,0.445,0.000969,0.00188,0.0932,0.0328,-5.402,88.9,1,0
Straight To Video,Mindless Self Indulgence,2008,223.4,50,0.774,0.511,0.712,0.019,1.19e-06,0.478,0.139,-5.192,123.1,0,0
Gematria (The Killing Name),Slipknot,2008,361.5,50,0.992,0.361,0.32,0.000189,0.000613,0.285,0.136,-2.69,101.6,1,1
Tie My Hands,"Lil Wayne, Robin Thicke",2008,319.4,50,0.447,0.806,0.21,0.355,2e-05,0.112,0.197,-7.438,90.0,0,1
You Ain't Much Fun,Toby Keith,2008,146.4,50,0.802,0.746,0.766,0.335,0.0,0.353,0.039,-3.827,138.4,1,0
Say Yeah,Wiz Khalifa,2008,241.6,50,0.806,0.751,0.685,0.0236,0.0,0.134,0.0602,-6.1,142.0,1,1
If I Never See Your Face Again,"Maroon 5, Rihanna",2008,198.2,50,0.781,0.763,0.914,0.00468,5.27e-06,0.116,0.0357,-3.718,106.0,1,0
All Good,Illa J,2008,185.3,49,0.502,0.794,0.212,0.235,0.0639,0.108,0.107,-5.69,84.4,1,1
I'm Alive (with Dave Matthews),"Kenny Chesney, Dave Matthews",2008,197.6,49,0.244,0.564,0.346,0.758,0.000607,0.106,0.0329,-11.149,78.1,1,0
"Tao, Tao",Control,2008,172.0,48,0.872,0.855,0.947,0.213,0.000109,0.0281,0.0408,-5.424,103.3,1,0
Scream Aim Fire,Bullet For My Valentine,2008,266.4,48,0.994,0.359,0.16,0.000116,5.89e-06,0.0816,0.084,-4.232,100.1,1,1
Love Grows (Where My Rosemary Goes) - Re-Recorded,Edison Lighthouse,2008,153.6,47,0.668,0.566,0.639,0.0064,0.0,0.228,0.0299,-10.345,117.7,1,0
Little Black Dress,One Drop,2008,294.8,46,0.58,0.792,0.947,0.845,1.78e-06,0.0489,0.0456,-6.673,144.0,1,0
Good Love,Sheek Louch,2008,198.9,46,0.552,0.814,0.778,0.0556,0.0,0.0635,0.255,-5.36,97.8,1,1
The Way I Loved You,Taylor Swift,2008,244.2,46,0.712,0.436,0.379,0.0322,0.0,0.111,0.0329,-3.689,160.9,1,0
El Jefe De Las Plazas,"Sergio Vega ""El Shaka""",2008,211.7,45,0.6,0.82,0.761,0.413,2.94e-06,0.147,0.0512,-5.323,95.8,1,0
Ven tu,El Güero y Su Banda Centenario,2008,235.3,45,0.693,0.719,0.766,0.178,1.57e-06,0.24,0.0318,-5.783,145.1,0,0
Can't Live Without You,Charlie Wilson,2008,257.0,44,0.677,0.444,0.678,0.00658,0.0,0.316,0.216,-4.742,92.1,0,0
As Good As I Once Was,Toby Keith,2008,227.9,44,0.879,0.679,0.656,0.341,0.0,0.157,0.041,-3.71,119.0,1,0
