hpi_flavor,frequency,place_name,index,gdp_pc,inflation_avg,unemployment_rate,current_account_bal,date,gspc_close
expanded-data,quarterly,West North Central Division,202.07,51335.91,3.815,5.8,-4.716,01/02/08,1330.630005
expanded-data,quarterly,West North Central Division,199.67,51335.91,3.815,5.8,-4.716,01/03/08,1322.699951
expanded-data,quarterly,West North Central Division,194.01,51335.91,3.815,5.8,-4.716,01/04/08,1385.589966
expanded-data,quarterly,West North Central Division,192.92,49569.21,-0.32,9.283,-2.623,01/01/09,825.8800049
expanded-data,quarterly,West North Central Division,191.84,49569.21,-0.32,9.283,-2.623,01/02/09,735.0900269
expanded-data,quarterly,West North Central Division,192.5,49569.21,-0.32,9.283,-2.623,01/03/09,797.8699951
expanded-data,quarterly,West North Central Division,194.57,49569.21,-0.32,9.283,-2.623,01/04/09,872.8099976
expanded-data,quarterly,West North Central Division,192.18,50523.5,1.637,9.608,-2.871,01/01/10,1073.869995
expanded-data,quarterly,West North Central Division,192.58,50523.5,1.637,9.608,-2.871,01/02/10,1104.48999
expanded-data,quarterly,West North Central Division,186.4,50523.5,1.637,9.608,-2.871,01/03/10,1169.430054
expanded-data,quarterly,West North Central Division,185.17,50523.5,1.637,9.608,-2.871,01/04/10,1186.689941
expanded-data,quarterly,West North Central Division,182.09,50943.53,3.14,8.933,-2.919,01/01/11,1286.119995
expanded-data,quarterly,West North Central Division,180.94,50943.53,3.14,8.933,-2.919,01/02/11,1327.219971
expanded-data,quarterly,West North Central Division,182.18,50943.53,3.14,8.933,-2.919,01/03/11,1325.829956
expanded-data,quarterly,West North Central Division,181.38,50943.53,3.14,8.933,-2.919,01/04/11,1363.609985
expanded-data,quarterly,West North Central Division,183.05,51736.82,2.073,8.075,-2.573,01/01/12,1312.410034
expanded-data,quarterly,West North Central Division,184.71,51736.82,2.073,8.075,-2.573,01/02/12,1365.680054
expanded-data,quarterly,West North Central Division,186.69,51736.82,2.073,8.075,-2.573,01/03/12,1408.469971
expanded-data,quarterly,West North Central Division,189.13,51736.82,2.073,8.075,-2.573,01/04/12,1397.910034
expanded-data,quarterly,West North Central Division,190.12,52329.15,1.466,7.358,-2.016,01/01/13,1498.109985
expanded-data,quarterly,West North Central Division,194.03,52329.15,1.466,7.358,-2.016,01/02/13,1514.680054
expanded-data,quarterly,West North Central Division,197.12,52329.15,1.466,7.358,-2.016,01/03/13,1569.189941
expanded-data,quarterly,West North Central Division,198.39,52329.15,1.466,7.358,-2.016,01/04/13,1597.569946
expanded-data,quarterly,West North Central Division,200.8,53141.85,1.615,6.158,-2.109,01/01/14,1782.589966
expanded-data,quarterly,West North Central Division,202.78,53141.85,1.615,6.158,-2.109,01/02/14,1859.449951
expanded-data,quarterly,West North Central Division,204.69,53141.85,1.615,6.158,-2.109,01/03/14,1872.339966
expanded-data,quarterly,West North Central Division,207.52,53141.85,1.615,6.158,-2.109,01/04/14,1883.949951
expanded-data,quarterly,West North Central Division,210.64,54187.9,0.121,5.275,-2.244,01/01/15,1994.98999
expanded-data,quarterly,West North Central Division,212.04,54187.9,0.121,5.275,-2.244,01/02/15,2104.5
expanded-data,quarterly,West North Central Division,213.89,54187.9,0.121,5.275,-2.244,01/03/15,2067.889893
expanded-data,quarterly,West North Central Division,217.08,54187.9,0.121,5.275,-2.244,01/04/15,2085.51001
expanded-data,quarterly,West North Central Division,219.99,54700.34,1.267,4.875,-2.119,01/01/16,1940.23999
expanded-data,quarterly,West North Central Division,222.43,54700.34,1.267,4.875,-2.119,01/02/16,1932.22998
expanded-data,quarterly,West North Central Division,224.81,54700.34,1.267,4.875,-2.119,01/03/16,2059.73999
expanded-data,quarterly,West North Central Division,228.2,54700.34,1.267,4.875,-2.119,01/04/16,2065.300049
expanded-data,quarterly,West North Central Division,231.61,55572.58,2.131,4.358,-1.887,01/01/17,2278.870117
expanded-data,quarterly,West North Central Division,234.53,55572.58,2.131,4.358,-1.887,01/02/17,2363.639893
expanded-data,quarterly,West North Central Division,237.46,55572.58,2.131,4.358,-1.887,01/03/17,2362.719971
expanded-data,quarterly,West North Central Division,240.67,55572.58,2.131,4.358,-1.887,01/04/17,2384.199951
expanded-data,quarterly,West North Central Division,245.66,56904.34,2.439,3.892,-2.142,01/01/18,2823.810059
expanded-data,quarterly,West North Central Division,247.0,56904.34,2.439,3.892,-2.142,01/02/18,2713.830078
expanded-data,quarterly,West North Central Division,249.57,56904.34,2.439,3.892,-2.142,01/03/18,2640.870117
expanded-data,quarterly,West North Central Division,252.41,56904.34,2.439,3.892,-2.142,01/04/18,2648.050049
expanded-data,quarterly,West North Central Division,255.61,57940.11,1.813,3.683,-2.066,01/01/19,2704.100098
expanded-data,quarterly,West North Central Division,258.54,57940.11,1.813,3.683,-2.066,01/02/19,2784.48999
expanded-data,quarterly,West North Central Division,262.39,57940.11,1.813,3.683,-2.066,01/03/19,2834.399902
expanded-data,quarterly,West North Central Division,266.11,57940.11,1.813,3.683,-2.066,01/04/19,2945.830078
expanded-data,quarterly,West North Central Division,269.45,55875.47,1.251,8.092,-2.835,01/01/20,3225.52002
expanded-data,quarterly,West North Central Division,274.16,55875.47,1.251,8.092,-2.835,01/02/20,2954.219971
expanded-data,quarterly,West North Central Division,281.87,55875.47,1.251,8.092,-2.835,01/03/20,2584.590088
expanded-data,quarterly,West North Central Division,292.2,55875.47,1.251,8.092,-2.835,01/04/20,2912.429932
expanded-data,quarterly,West North Central Division,300.13,59009.85,4.683,5.367,-3.566,01/01/21,3714.23999
expanded-data,quarterly,West North Central Division,311.45,59009.85,4.683,5.367,-3.566,01/02/21,3811.149902
expanded-data,quarterly,West North Central Division,321.44,59009.85,4.683,5.367,-3.566,01/03/21,3972.889893
expanded-data,quarterly,West North Central Division,330.04,59009.85,4.683,5.367,-3.566,01/04/21,4181.169922
expanded-data,quarterly,West North Central Division,340.33,60007.14,7.986,3.642,-3.816,01/01/22,4515.549805
expanded-data,quarterly,West North Central Division,351.1,60007.14,7.986,3.642,-3.816,01/02/22,4373.939941
expanded-data,quarterly,West North Central Division,352.42,60007.14,7.986,3.642,-3.816,01/03/22,4530.410156
expanded-data,quarterly,West North Central Division,356.14,60007.14,7.986,3.642,-3.816,01/04/22,4131.930176
expanded-data,quarterly,West North Central Division,361.71,60963.65,4.084,3.569,-2.951,01/01/23,4076.600098
expanded-data,quarterly,West North Central Division,368.83,60963.65,4.084,3.569,-2.951,01/02/23,3970.149902
expanded-data,quarterly,West North Central Division,377.15,60963.65,4.084,3.569,-2.951,01/03/23,4109.310059
expanded-data,quarterly,West South Central Division,100.0,36944.07,4.216,6.85,0.047,01/01/91,343.9299927
expanded-data,quarterly,West South Central Division,100.82,36944.07,4.216,6.85,0.047,01/02/91,367.0700073
expanded-data,quarterly,West South Central Division,101.72,36944.07,4.216,6.85,0.047,01/03/91,375.2200012
expanded-data,quarterly,West South Central Division,102.38,36944.07,4.216,6.85,0.047,01/04/91,375.3399963
expanded-data,quarterly,West South Central Division,103.27,37741.19,3.042,7.492,-0.792,01/01/92,408.7799988
expanded-data,quarterly,West South Central Division,103.97,37741.19,3.042,7.492,-0.792,01/02/92,412.7000122
expanded-data,quarterly,West South Central Division,104.83,37741.19,3.042,7.492,-0.792,01/03/92,403.6900024
expanded-data,quarterly,West South Central Division,106.22,37741.19,3.042,7.492,-0.792,01/04/92,414.9500122
expanded-data,quarterly,West South Central Division,106.95,38277.58,2.97,6.908,-1.237,01/01/93,438.7799988
expanded-data,quarterly,West South Central Division,108.32,38277.58,2.97,6.908,-1.237,01/02/93,443.3800049
expanded-data,quarterly,West South Central Division,109.88,38277.58,2.97,6.908,-1.237,01/03/93,451.6700134
expanded-data,quarterly,West South Central Division,111.41,38277.58,2.97,6.908,-1.237,01/04/93,440.1900024
expanded-data,quarterly,West South Central Division,112.92,39339.0,2.596,6.1,-1.669,01/01/94,481.6099854
expanded-data,quarterly,West South Central Division,113.98,39339.0,2.596,6.1,-1.669,01/02/94,467.1400146
expanded-data,quarterly,West South Central Division,115.0,39339.0,2.596,6.1,-1.669,01/03/94,445.769989
expanded-data,quarterly,West South Central Division,115.77,39339.0,2.596,6.1,-1.669,01/04/94,450.9100037
expanded-data,quarterly,West South Central Division,116.69,39919.87,2.805,5.592,-1.487,01/01/95,470.4200134
expanded-data,quarterly,West South Central Division,117.83,39919.87,2.805,5.592,-1.487,01/02/95,487.3900146
expanded-data,quarterly,West South Central Division,118.93,39919.87,2.805,5.592,-1.487,01/03/95,500.7099915
expanded-data,quarterly,West South Central Division,120.14,39919.87,2.805,5.592,-1.487,01/04/95,514.710022
expanded-data,quarterly,West South Central Division,121.25,40946.0,2.937,5.408,-1.546,01/01/96,636.0200195
expanded-data,quarterly,West South Central Division,122.45,40946.0,2.937,5.408,-1.546,01/02/96,640.4299927
expanded-data,quarterly,West South Central Division,123.35,40946.0,2.937,5.408,-1.546,01/03/96,645.5
expanded-data,quarterly,West South Central Division,123.73,40946.0,2.937,5.408,-1.546,01/04/96,654.1699829
expanded-data,quarterly,West South Central Division,125.28,42258.86,2.338,4.942,-1.641,01/01/97,786.1599731
expanded-data,quarterly,West South Central Division,126.33,42258.86,2.338,4.942,-1.641,01/02/97,790.8200073
expanded-data,quarterly,West South Central Division,127.41,42258.86,2.338,4.942,-1.641,01/03/97,757.1199951
expanded-data,quarterly,West South Central Division,128.91,42258.86,2.338,4.942,-1.641,01/04/97,801.3400269
expanded-data,quarterly,West South Central Division,129.97,43640.76,1.547,4.5,-2.373,01/01/98,980.2800293
expanded-data,quarterly,West South Central Division,131.21,43640.76,1.547,4.5,-2.373,01/02/98,1049.339966
expanded-data,quarterly,West South Central Division,132.99,43640.76,1.547,4.5,-2.373,01/03/98,1101.75
expanded-data,quarterly,West South Central Division,134.87,43640.76,1.547,4.5,-2.373,01/04/98,1111.75
expanded-data,quarterly,West South Central Division,137.01,45213.48,2.193,4.217,-2.976,01/01/99,1279.640015
expanded-data,quarterly,West South Central Division,138.97,45213.48,2.193,4.217,-2.976,01/02/99,1238.329956
expanded-data,quarterly,West South Central Division,140.76,45213.48,2.193,4.217,-2.976,01/03/99,1286.369995
expanded-data,quarterly,West South Central Division,142.69,45213.48,2.193,4.217,-2.976,01/04/99,1335.180054
expanded-data,quarterly,West South Central Division,146.02,46539.99,3.367,3.967,-3.921,01/01/00,1394.459961
expanded-data,quarterly,West South Central Division,148.08,46539.99,3.367,3.967,-3.921,01/02/00,1366.420044
expanded-data,quarterly,West South Central Division,150.33,46539.99,3.367,3.967,-3.921,01/03/00,1498.579956
expanded-data,quarterly,West South Central Division,152.1,46539.99,3.367,3.967,-3.921,01/04/00,1452.430054
expanded-data,quarterly,West South Central Division,154.28,46503.1,2.817,4.742,-3.724,01/01/01,1366.01001
expanded-data,quarterly,West South Central Division,155.68,46503.1,2.817,4.742,-3.724,01/02/01,1239.939941
expanded-data,quarterly,West South Central Division,157.22,46503.1,2.817,4.742,-3.724,01/03/01,1160.329956
expanded-data,quarterly,West South Central Division,158.77,46503.1,2.817,4.742,-3.724,01/04/01,1249.459961
expanded-data,quarterly,West South Central Division,159.9,46831.46,1.596,5.783,-4.173,01/01/02,1130.199951
expanded-data,quarterly,West South Central Division,161.56,46831.46,1.596,5.783,-4.173,01/02/02,1106.72998
expanded-data,quarterly,West South Central Division,162.82,46831.46,1.596,5.783,-4.173,01/03/02,1147.390015
expanded-data,quarterly,West South Central Division,164.07,46831.46,1.596,5.783,-4.173,01/04/02,1076.920044
expanded-data,quarterly,West South Central Division,164.61,47691.56,2.298,5.992,-4.559,01/01/03,855.7000122
expanded-data,quarterly,West South Central Division,165.82,47691.56,2.298,5.992,-4.559,01/02/03,841.1500244
expanded-data,quarterly,West South Central Division,166.97,47691.56,2.298,5.992,-4.559,01/03/03,848.1799927
expanded-data,quarterly,West South Central Division,168.08,47691.56,2.298,5.992,-4.559,01/04/03,916.9199829
expanded-data,quarterly,West South Central Division,169.15,49080.56,2.668,5.542,-5.205,01/01/04,1131.130005
expanded-data,quarterly,West South Central Division,171.29,49080.56,2.668,5.542,-5.205,01/02/04,1144.939941
expanded-data,quarterly,West South Central Division,172.73,49080.56,2.668,5.542,-5.205,01/03/04,1126.209961
expanded-data,quarterly,West South Central Division,174.44,49080.56,2.668,5.542,-5.205,01/04/04,1107.300049
expanded-data,quarterly,West South Central Division,176.76,50322.52,3.366,5.083,-5.746,01/01/05,1181.27002
expanded-data,quarterly,West South Central Division,178.89,50322.52,3.366,5.083,-5.746,01/02/05,1203.599976
expanded-data,quarterly,West South Central Division,181.78,50322.52,3.366,5.083,-5.746,01/03/05,1180.589966
expanded-data,quarterly,West South Central Division,185.38,50322.52,3.366,5.083,-5.746,01/04/05,1156.849976
expanded-data,quarterly,West South Central Division,188.26,51235.84,3.222,4.608,-5.911,01/01/06,1280.079956
expanded-data,quarterly,West South Central Division,190.49,51235.84,3.222,4.608,-5.911,01/02/06,1280.660034
expanded-data,quarterly,West South Central Division,192.5,51235.84,3.222,4.608,-5.911,01/03/06,1294.869995
expanded-data,quarterly,West South Central Division,194.85,51235.84,3.222,4.608,-5.911,01/04/06,1310.609985
expanded-data,quarterly,West South Central Division,197.4,51751.28,2.871,4.617,-5.089,01/01/07,1438.23999
expanded-data,quarterly,West South Central Division,198.78,51751.28,2.871,4.617,-5.089,01/02/07,1406.819946
expanded-data,quarterly,West South Central Division,199.2,51751.28,2.871,4.617,-5.089,01/03/07,1420.859985
expanded-data,quarterly,West South Central Division,199.39,51751.28,2.871,4.617,-5.089,01/04/07,1482.369995
expanded-data,quarterly,West South Central Division,198.6,51335.91,3.815,5.8,-4.716,01/01/08,1378.550049
expanded-data,quarterly,West South Central Division,197.33,51335.91,3.815,5.8,-4.716,01/02/08,1330.630005
expanded-data,quarterly,West South Central Division,198.09,51335.91,3.815,5.8,-4.716,01/03/08,1322.699951
expanded-data,quarterly,West South Central Division,194.01,51335.91,3.815,5.8,-4.716,01/04/08,1385.589966
expanded-data,quarterly,West South Central Division,192.99,49569.21,-0.32,9.283,-2.623,01/01/09,825.8800049
expanded-data,quarterly,West South Central Division,192.94,49569.21,-0.32,9.283,-2.623,01/02/09,735.0900269
expanded-data,quarterly,West South Central Division,193.66,49569.21,-0.32,9.283,-2.623,01/03/09,797.8699951
expanded-data,quarterly,West South Central Division,194.52,49569.21,-0.32,9.283,-2.623,01/04/09,872.8099976
expanded-data,quarterly,West South Central Division,193.74,50523.5,1.637,9.608,-2.871,01/01/10,1073.869995
expanded-data,quarterly,West South Central Division,193.09,50523.5,1.637,9.608,-2.871,01/02/10,1104.48999
expanded-data,quarterly,West South Central Division,190.79,50523.5,1.637,9.608,-2.871,01/03/10,1169.430054
expanded-data,quarterly,West South Central Division,189.75,50523.5,1.637,9.608,-2.871,01/04/10,1186.689941
expanded-data,quarterly,West South Central Division,189.12,50943.53,3.14,8.933,-2.919,01/01/11,1286.119995
expanded-data,quarterly,West South Central Division,186.82,50943.53,3.14,8.933,-2.919,01/02/11,1327.219971
expanded-data,quarterly,West South Central Division,187.61,50943.53,3.14,8.933,-2.919,01/03/11,1325.829956
expanded-data,quarterly,West South Central Division,188.26,50943.53,3.14,8.933,-2.919,01/04/11,1363.609985
expanded-data,quarterly,West South Central Division,190.44,51736.82,2.073,8.075,-2.573,01/01/12,1312.410034
expanded-data,quarterly,West South Central Division,192.37,51736.82,2.073,8.075,-2.573,01/02/12,1365.680054
expanded-data,quarterly,West South Central Division,194.56,51736.82,2.073,8.075,-2.573,01/03/12,1408.469971
expanded-data,quarterly,West South Central Division,196.61,51736.82,2.073,8.075,-2.573,01/04/12,1397.910034
expanded-data,quarterly,West South Central Division,199.3,52329.15,1.466,7.358,-2.016,01/01/13,1498.109985
expanded-data,quarterly,West South Central Division,202.6,52329.15,1.466,7.358,-2.016,01/02/13,1514.680054
expanded-data,quarterly,West South Central Division,205.45,52329.15,1.466,7.358,-2.016,01/03/13,1569.189941
expanded-data,quarterly,West South Central Division,208.21,52329.15,1.466,7.358,-2.016,01/04/13,1597.569946
expanded-data,quarterly,West South Central Division,210.87,53141.85,1.615,6.158,-2.109,01/01/14,1782.589966
expanded-data,quarterly,West South Central Division,213.28,53141.85,1.615,6.158,-2.109,01/02/14,1859.449951
expanded-data,quarterly,West South Central Division,216.94,53141.85,1.615,6.158,-2.109,01/03/14,1872.339966
expanded-data,quarterly,West South Central Division,220.36,53141.85,1.615,6.158,-2.109,01/04/14,1883.949951
expanded-data,quarterly,West South Central Division,223.58,54187.9,0.121,5.275,-2.244,01/01/15,1994.98999
expanded-data,quarterly,West South Central Division,226.24,54187.9,0.121,5.275,-2.244,01/02/15,2104.5
expanded-data,quarterly,West South Central Division,229.46,54187.9,0.121,5.275,-2.244,01/03/15,2067.889893
expanded-data,quarterly,West South Central Division,232.25,54187.9,0.121,5.275,-2.244,01/04/15,2085.51001
expanded-data,quarterly,West South Central Division,234.95,54700.34,1.267,4.875,-2.119,01/01/16,1940.23999
expanded-data,quarterly,West South Central Division,238.46,54700.34,1.267,4.875,-2.119,01/02/16,1932.22998
expanded-data,quarterly,West South Central Division,241.52,54700.34,1.267,4.875,-2.119,01/03/16,2059.73999
expanded-data,quarterly,West South Central Division,244.5,54700.34,1.267,4.875,-2.119,01/04/16,2065.300049
expanded-data,quarterly,West South Central Division,248.34,55572.58,2.131,4.358,-1.887,01/01/17,2278.870117
expanded-data,quarterly,West South Central Division,251.94,55572.58,2.131,4.358,-1.887,01/02/17,2363.639893
expanded-data,quarterly,West South Central Division,254.9,55572.58,2.131,4.358,-1.887,01/03/17,2362.719971
expanded-data,quarterly,West South Central Division,258.4,55572.58,2.131,4.358,-1.887,01/04/17,2384.199951
expanded-data,quarterly,West South Central Division,261.77,56904.34,2.439,3.892,-2.142,01/01/18,2823.810059
expanded-data,quarterly,West South Central Division,264.81,56904.34,2.439,3.892,-2.142,01/02/18,2713.830078
expanded-data,quarterly,West South Central Division,267.64,56904.34,2.439,3.892,-2.142,01/03/18,2640.870117
expanded-data,quarterly,West South Central Division,270.66,56904.34,2.439,3.892,-2.142,01/04/18,2648.050049
expanded-data,quarterly,West South Central Division,273.72,57940.11,1.813,3.683,-2.066,01/01/19,2704.100098
expanded-data,quarterly,West South Central Division,276.86,57940.11,1.813,3.683,-2.066,01/02/19,2784.48999
expanded-data,quarterly,West South Central Division,279.59,57940.11,1.813,3.683,-2.066,01/03/19,2834.399902
expanded-data,quarterly,West South Central Division,283.5,57940.11,1.813,3.683,-2.066,01/04/19,2945.830078
expanded-data,quarterly,West South Central Division,287.34,55875.47,1.251,8.092,-2.835,01/01/20,3225.52002
expanded-data,quarterly,West South Central Division,289.64,55875.47,1.251,8.092,-2.835,01/02/20,2954.219971
expanded-data,quarterly,West South Central Division,296.46,55875.47,1.251,8.092,-2.835,01/03/20,2584.590088
expanded-data,quarterly,West South Central Division,306.96,55875.47,1.251,8.092,-2.835,01/04/20,2912.429932
expanded-data,quarterly,West South Central Division,317.32,59009.85,4.683,5.367,-3.566,01/01/21,3714.23999
expanded-data,quarterly,West South Central Division,330.83,59009.85,4.683,5.367,-3.566,01/02/21,3811.149902
expanded-data,quarterly,West South Central Division,346.71,59009.85,4.683,5.367,-3.566,01/03/21,3972.889893
expanded-data,quarterly,West South Central Division,360.61,59009.85,4.683,5.367,-3.566,01/04/21,4181.169922
expanded-data,quarterly,West South Central Division,374.44,60007.14,7.986,3.642,-3.816,01/01/22,4515.549805
expanded-data,quarterly,West South Central Division,389.86,60007.14,7.986,3.642,-3.816,01/02/22,4373.939941
expanded-data,quarterly,West South Central Division,392.66,60007.14,7.986,3.642,-3.816,01/03/22,4530.410156
expanded-data,quarterly,West South Central Division,394.34,60007.14,7.986,3.642,-3.816,01/04/22,4131.930176
expanded-data,quarterly,West South Central Division,396.71,60963.65,4.084,3.569,-2.951,01/01/23,4076.600098
expanded-data,quarterly,West South Central Division,400.6,60963.65,4.084,3.569,-2.951,01/02/23,3970.149902
expanded-data,quarterly,West South Central Division,404.77,60963.65,4.084,3.569,-2.951,01/03/23,4109.310059
purchase-only,quarterly,East North Central Division,100.0,36944.07,4.216,6.85,0.047,01/01/91,343.9299927
purchase-only,quarterly,East North Central Division,100.52,36944.07,4.216,6.85,0.047,01/02/91,367.0700073
purchase-only,quarterly,East North Central Division,101.26,36944.07,4.216,6.85,0.047,01/03/91,375.2200012
purchase-only,quarterly,East North Central Division,102.27,36944.07,4.216,6.85,0.047,01/04/91,375.3399963
purchase-only,quarterly,East North Central Division,103.75,37741.19,3.042,7.492,-0.792,01/01/92,408.7799988
purchase-only,quarterly,East North Central Division,104.63,37741.19,3.042,7.492,-0.792,01/02/92,412.7000122
purchase-only,quarterly,East North Central Division,105.66,37741.19,3.042,7.492,-0.792,01/03/92,403.6900024
purchase-only,quarterly,East North Central Division,107.02,37741.19,3.042,7.492,-0.792,01/04/92,414.9500122
purchase-only,quarterly,East North Central Division,107.81,38277.58,2.97,6.908,-1.237,01/01/93,438.7799988
purchase-only,quarterly,East North Central Division,109.13,38277.58,2.97,6.908,-1.237,01/02/93,443.3800049
purchase-only,quarterly,East North Central Division,110.64,38277.58,2.97,6.908,-1.237,01/03/93,451.6700134
purchase-only,quarterly,East North Central Division,112.05,38277.58,2.97,6.908,-1.237,01/04/93,440.1900024
purchase-only,quarterly,East North Central Division,113.6,39339.0,2.596,6.1,-1.669,01/01/94,481.6099854
purchase-only,quarterly,East North Central Division,114.99,39339.0,2.596,6.1,-1.669,01/02/94,467.1400146
purchase-only,quarterly,East North Central Division,116.13,39339.0,2.596,6.1,-1.669,01/03/94,445.769989
purchase-only,quarterly,East North Central Division,117.51,39339.0,2.596,6.1,-1.669,01/04/94,450.9100037
purchase-only,quarterly,East North Central Division,118.97,39919.87,2.805,5.592,-1.487,01/01/95,470.4200134
purchase-only,quarterly,East North Central Division,120.21,39919.87,2.805,5.592,-1.487,01/02/95,487.3900146
purchase-only,quarterly,East North Central Division,121.93,39919.87,2.805,5.592,-1.487,01/03/95,500.7099915
purchase-only,quarterly,East North Central Division,123.3,39919.87,2.805,5.592,-1.487,01/04/95,514.710022
purchase-only,quarterly,East North Central Division,124.88,40946.0,2.937,5.408,-1.546,01/01/96,636.0200195
purchase-only,quarterly,East North Central Division,126.54,40946.0,2.937,5.408,-1.546,01/02/96,640.4299927
purchase-only,quarterly,East North Central Division,127.63,40946.0,2.937,5.408,-1.546,01/03/96,645.5
purchase-only,quarterly,East North Central Division,128.76,40946.0,2.937,5.408,-1.546,01/04/96,654.1699829
purchase-only,quarterly,East North Central Division,129.72,42258.86,2.338,4.942,-1.641,01/01/97,786.1599731
purchase-only,quarterly,East North Central Division,130.88,42258.86,2.338,4.942,-1.641,01/02/97,790.8200073
purchase-only,quarterly,East North Central Division,131.99,42258.86,2.338,4.942,-1.641,01/03/97,757.1199951
purchase-only,quarterly,East North Central Division,133.11,42258.86,2.338,4.942,-1.641,01/04/97,801.3400269
purchase-only,quarterly,East North Central Division,134.58,43640.76,1.547,4.5,-2.373,01/01/98,980.2800293
purchase-only,quarterly,East North Central Division,135.89,43640.76,1.547,4.5,-2.373,01/02/98,1049.339966
purchase-only,quarterly,East North Central Division,137.45,43640.76,1.547,4.5,-2.373,01/03/98,1101.75
purchase-only,quarterly,East North Central Division,139.6,43640.76,1.547,4.5,-2.373,01/04/98,1111.75
purchase-only,quarterly,East North Central Division,141.34,45213.48,2.193,4.217,-2.976,01/01/99,1279.640015
purchase-only,quarterly,East North Central Division,143.1,45213.48,2.193,4.217,-2.976,01/02/99,1238.329956
purchase-only,quarterly,East North Central Division,145.03,45213.48,2.193,4.217,-2.976,01/03/99,1286.369995
purchase-only,quarterly,East North Central Division,146.69,45213.48,2.193,4.217,-2.976,01/04/99,1335.180054
purchase-only,quarterly,East North Central Division,148.95,46539.99,3.367,3.967,-3.921,01/01/00,1394.459961
purchase-only,quarterly,East North Central Division,150.84,46539.99,3.367,3.967,-3.921,01/02/00,1366.420044
purchase-only,quarterly,East North Central Division,152.69,46539.99,3.367,3.967,-3.921,01/03/00,1498.579956
purchase-only,quarterly,East North Central Division,154.24,46539.99,3.367,3.967,-3.921,01/04/00,1452.430054
purchase-only,quarterly,East North Central Division,156.33,46503.1,2.817,4.742,-3.724,01/01/01,1366.01001
purchase-only,quarterly,East North Central Division,158.05,46503.1,2.817,4.742,-3.724,01/02/01,1239.939941
purchase-only,quarterly,East North Central Division,159.64,46503.1,2.817,4.742,-3.724,01/03/01,1160.329956
purchase-only,quarterly,East North Central Division,161.57,46503.1,2.817,4.742,-3.724,01/04/01,1249.459961
purchase-only,quarterly,East North Central Division,163.35,46831.46,1.596,5.783,-4.173,01/01/02,1130.199951
purchase-only,quarterly,East North Central Division,164.85,46831.46,1.596,5.783,-4.173,01/02/02,1106.72998
purchase-only,quarterly,East North Central Division,166.72,46831.46,1.596,5.783,-4.173,01/03/02,1147.390015
purchase-only,quarterly,East North Central Division,168.74,46831.46,1.596,5.783,-4.173,01/04/02,1076.920044
purchase-only,quarterly,East North Central Division,170.63,47691.56,2.298,5.992,-4.559,01/01/03,855.7000122
purchase-only,quarterly,East North Central Division,172.26,47691.56,2.298,5.992,-4.559,01/02/03,841.1500244
purchase-only,quarterly,East North Central Division,174.31,47691.56,2.298,5.992,-4.559,01/03/03,848.1799927
purchase-only,quarterly,East North Central Division,176.54,47691.56,2.298,5.992,-4.559,01/04/03,916.9199829
purchase-only,quarterly,East North Central Division,178.41,49080.56,2.668,5.542,-5.205,01/01/04,1131.130005
purchase-only,quarterly,East North Central Division,180.27,49080.56,2.668,5.542,-5.205,01/02/04,1144.939941
purchase-only,quarterly,East North Central Division,182.27,49080.56,2.668,5.542,-5.205,01/03/04,1126.209961
purchase-only,quarterly,East North Central Division,184.02,49080.56,2.668,5.542,-5.205,01/04/04,1107.300049
purchase-only,quarterly,East North Central Division,185.64,50322.52,3.366,5.083,-5.746,01/01/05,1181.27002
purchase-only,quarterly,East North Central Division,187.43,50322.52,3.366,5.083,-5.746,01/02/05,1203.599976
purchase-only,quarterly,East North Central Division,188.86,50322.52,3.366,5.083,-5.746,01/03/05,1180.589966
purchase-only,quarterly,East North Central Division,190.2,50322.52,3.366,5.083,-5.746,01/04/05,1156.849976
purchase-only,quarterly,East North Central Division,190.86,51235.84,3.222,4.608,-5.911,01/01/06,1280.079956
purchase-only,quarterly,East North Central Division,191.18,51235.84,3.222,4.608,-5.911,01/02/06,1280.660034
purchase-only,quarterly,East North Central Division,190.69,51235.84,3.222,4.608,-5.911,01/03/06,1294.869995
purchase-only,quarterly,East North Central Division,189.91,51235.84,3.222,4.608,-5.911,01/04/06,1310.609985
purchase-only,quarterly,East North Central Division,190.57,51751.28,2.871,4.617,-5.089,01/01/07,1438.23999
purchase-only,quarterly,East North Central Division,188.78,51751.28,2.871,4.617,-5.089,01/02/07,1406.819946
purchase-only,quarterly,East North Central Division,186.45,51751.28,2.871,4.617,-5.089,01/03/07,1420.859985
purchase-only,quarterly,East North Central Division,182.99,51751.28,2.871,4.617,-5.089,01/04/07,1482.369995
purchase-only,quarterly,East North Central Division,180.07,51335.91,3.815,5.8,-4.716,01/01/08,1378.550049
purchase-only,quarterly,East North Central Division,176.07,51335.91,3.815,5.8,-4.716,01/02/08,1330.630005
purchase-only,quarterly,East North Central Division,172.88,51335.91,3.815,5.8,-4.716,01/03/08,1322.699951
purchase-only,quarterly,East North Central Division,168.31,51335.91,3.815,5.8,-4.716,01/04/08,1385.589966
purchase-only,quarterly,East North Central Division,169.33,49569.21,-0.32,9.283,-2.623,01/01/09,825.8800049
purchase-only,quarterly,East North Central Division,166.92,49569.21,-0.32,9.283,-2.623,01/02/09,735.0900269
purchase-only,quarterly,East North Central Division,165.34,49569.21,-0.32,9.283,-2.623,01/03/09,797.8699951
